Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
140;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.182.261-7   ;300200;ASSOCIACAO SAO GABRIEL;09.359.786/0001-02;307825;CR.P.CONV - OTAVIO RODRIGUES;111;38.0;62877.78;5793.3;;06/02/2015;05/08/2017;Encerrado;06/08/2012;25/07/2017;03/06/2014;05/08/2017
18;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.570-7   ;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400397;CEI INDIR - MARIA NATIVIDADE MACHADO;171;73.0;94171.59;;;08/02/2013;07/08/2015;Encerrado;08/02/2013;09/10/2015;31/07/2014;20/07/2015
1752018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043560-8;300564;SOCIAL BOM JESUS;47.468.186/0001-71;306637;CEI INDIR - JARDIM SANTA EDWIGES;112;35.0;62640.48;;;01/01/2018;31/12/2022;Encerrado;29/12/2017;28/01/2019;12/01/2018;31/01/2019
2437;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.304.096-4   ;300107;ASSOCIACAO COMUNITARIA UM NOVO AMANHECER;06.035.233/0001-06;306911;CR.P.CONV - CRIANCA FELIZ;63;8.0;35169.57;3794.0;;17/11/2015;16/05/2018;Encerrado;17/11/2015;28/12/2017;13/11/2015;31/12/2017
7202017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0054044-4;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400567;CEI INDIR - PEROLA BYINGTON;465;201.0;256679.73;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;22/02/2019;06/12/2017;
157;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.346-8   ;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;306464;CR.P.CONV - ANTONIO CARLOS DIGILIO;280;130.0;156716.4;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;06/07/2015;01/04/2014;30/06/2015
2622018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/442744   ;800179;ASSOCIACAO ATRAVESSANDO MARES DO JD. LEME E ADJACENCIAS - AA;07.575.850/0001-67;308636;CR.P.CONV - RIO DOCE;210;32.0;101785.86;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;31/01/2018;16/01/2018;
2539;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.285.396-1   ;800039;ASSOCIACAO QUIALTERAS CULTURAIS - A.Q.C;14.586.348/0001-17;306823;CR.P.CONV - AQC CULTURAIS;67;18.0;39685.21;9000.0;;08/12/2015;07/06/2018;Encerrado;08/12/2015;15/02/2018;21/12/2015;31/12/2017
8812017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0056903-5;800316;ASSOCIACAO CHALEGRE ANJOS;55.649.040/0001-50;;CHALEGRE ANJOS;80;80.0;61455.2;8900.0;;;;Reprovado;;26/12/2017;15/12/2017;
9642017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048095-6;300290;CENTRO COMUNITARIO E CRECHE SINHAZINHA MEIRELLES;62.391.818/0001-30;306186;CR.P.CONV - SINHAZINHA MEIRELLES, CENTRO COMUNITARIO;280;112.0;152387.76;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;07/02/2019;19/12/2017;
2724;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2016-0.136.452-7   ;300862;ASS DOS MORADORES DO JARDIM AUREA;00.585.268/0001-32;;TERNURINHA;145;56.0;78434.13;8400.0;;;;Reprovado;;02/08/2017;29/06/2016;
207;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.267-5   ;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;177;63.0;94455.09;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;01/07/2015;01/04/2014;30/06/2015
20170011;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2017-0.017.101-8   ;800077;INSTITUTO DE EDUCACAO INTEGRACAO E ASSISTENCIA SOCIAL;03.543.404/0001-10;400829;CR.P.CONV - UNIVERSO DA CRIANCA;75;32.0;47273.61;7396.8;;10/02/2017;09/08/2019;Encerrado;10/02/2017;22/02/2018;03/02/2017;31/12/2017
160;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.186.320-8   ;300607;ASS EDUCACIONAL JUVENIL E INFANTIL;08.296.646/0001-70;307834;CR.P.CONV - ESPACO DA CRIANCA IV;152;80.0;87342.0;14000.0;921.02;21/08/2012;20/02/2015;Encerrado;21/08/2012;05/12/2014;26/03/2014;
12442017;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048309-2;300533;MOVIMENTO DAS MULHERES DE GUAIANASES;67.668.491/0001-14;400666;CEI INDIR - NOSSA SENHORA DO DIVINO PRANTO;163;27.0;79525.11;;;01/01/2018;31/12/2022;Aprovado;27/12/2017;16/04/2018;27/12/2017;
212;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.305.749-7   ;300285;CAPES - CENTRO ANHANGUERA DE PROMOCAO E EDUCACAO SOCIAL;05.557.371/0001-92;306632;CR.P.CONV - REGINA SIMOES;95;34.0;54169.62;;;03/06/2015;02/12/2017;Encerrado;03/12/2012;05/12/2017;07/08/2014;02/12/2017
3472017;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0048037-9;300637;ONG DE UNIAO DE VILA SOLIDARIEDADE E JUSTICA;07.494.476/0001-75;400667;CEI INDIR - LIRIO DO VALE;158;45.0;81613.5;;;12/11/2017;11/11/2022;Aprovado;10/11/2017;31/01/2018;09/11/2017;
3766;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.087.358-7   ;800183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;308354;CR.P.CONV - JARDIM FLOR DE LIS;213;43.0;105775.29;15088.23;3239.2;01/09/2016;28/02/2019;Encerrado;01/09/2016;24/01/2018;18/08/2016;31/12/2017
5032017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0047841-2;800256;INSTITUTO EDUCACIONAL SOSSEGO DA MAMAE;09.208.941/0001-90;308913;CR.P.CONV - SOSSEGO DA MAMAE;80;32.0;49912.16;6000.0;875.53;01/12/2017;30/11/2022;Aprovado;01/12/2017;15/03/2019;22/11/2017;
7762017;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048481-1;300408;CRECHE CARROSSEL ENCANTADO;00.090.616/0001-09;307267;CR.P.CONV - RECANTO DOS QUERUBINS;74;25.0;45062.54;4806.35;;28/12/2017;27/12/2022;Aprovado;11/12/2017;17/09/2018;11/12/2017;
20170064;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2017-0.067.531-8   ;300673;ASSOCIACAO SEARA NORTE;62.779.384/0001-40;;GIGI TOMAZELLI WIAZOWSKI;189;66.0;100553.13;;;;;Encerrado;;20/06/2017;27/04/2017;20/06/2017
2508;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.148.730-9   ;300395;FORUM DOS MUTIROES DE SAO PAULO;04.154.961/0001-01;307078;CR.P.CONV - JESUS REI;80;32.0;49912.16;5742.76;;24/06/2015;23/12/2017;Encerrado;24/06/2015;27/12/2017;10/12/2015;23/12/2017
11312017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048186-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306219;CR.P.CONV - IZABEL MENDES DE CASTRO, R.I.;140;63.0;77877.24;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;07/02/2019;22/12/2017;
4804;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.203.884-4   ;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;307684;CR.P.CONV - MARQUES DOS FRANCOS;86;16.0;49230.74;3787.1;;28/11/2016;26/05/2019;Encerrado;28/11/2016;03/01/2018;07/10/2016;31/12/2017
9812017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044253-1;300065;ASSOCIACAO AGUAS MARINHA;01.834.949/0001-50;308322;CR.P.CONV - AGUAS MARINHA II;124;27.0;62051.16;5557.03;506.27;01/01/2018;31/12/2022;Aprovado;29/12/2017;02/10/2018;19/12/2017;
5232018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2018/0005802-4;800008;ASSOCIACAO INFANCIA COM ALIMENTO E AFETO;04.715.127/0001-48;;DOCE INFANCIA;155;106.0;94938.63;8538.49;;;;Encerrado;;16/02/2018;16/02/2018;16/02/2018
14402017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0056628-1;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400361;CEI INDIR - JARDIM NOVO HORIZONTE;167;71.0;91898.43;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;05/03/2018;29/12/2017;
3612017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041687-5;800011;ASSOCIACAO COMUNITARIA FAMILIA EM MISSAO;97.534.600/0001-71;308120;CR.P.CONV - FAMILIA MISSAO;140;48.0;74270.04;10696.0;1678.36;01/01/2018;31/12/2022;Aprovado;20/12/2017;25/02/2019;10/11/2017;
11152017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0042832-6;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;308662;CR.P.CONV - SANTA TEREZINHA;160;41.0;81547.68;14500.0;1274.72;01/01/2018;31/12/2022;Aprovado;01/01/2018;27/02/2019;21/12/2017;
2001;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.135.539-9   ;300591;SOCIEDADE DOS MORADORES DO JARDIM IMBUIAS E ADJACENCIAS;52.806.890/0001-27;308369;CR.P.CONV - CONSTRUINDO CONSCIENCIA;93;;;7490.0;220.46;25/07/2015;24/01/2018;Encerrado;25/07/2015;16/01/2018;28/07/2015;31/12/2017
6222018;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2018/0022889-2;800276;ASSOCIACAO BENEFICENTE ROLEBRUNE;03.735.253/0001-00;309196;CR.P.CONV - MATERNA;154;50.0;81023.7;9005.67;640.9;22/06/2018;21/06/2023;Aprovado;22/06/2018;30/01/2019;24/04/2018;
632017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054650-7;300885;INSTITUTO EDUCACIONAL NOVA ALIANCA;59.587.964/0001-20;308912;CR.P.CONV - NOVA ALIANCA;140;64.0;78117.72;8000.0;;08/12/2017;07/12/2022;Aprovado;08/12/2017;28/08/2018;02/08/2017;
54;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.005.716-3   ;300530;OBRAS SOCIAIS DO JARDIM RECANTO;47.383.070/0001-30;308067;CR.P.CONV - CLAUDIO TRUDELLE, PE;80;32.0;49912.16;2500.0;;17/09/2016;16/03/2019;Encerrado;17/03/2014;29/12/2017;29/05/2014;16/03/2019
7582017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0054431-8;800353;ASSOCIACAO DOS MORADORES DA FAVELA SAO GERALDO;69.131.811/0001-28;308972;CR.P.CONV - PIMPOLHINHO;206;18.0;96626.94;2351.58;229.56;14/12/2017;13/12/2022;Aprovado;14/12/2017;18/03/2019;08/12/2017;
13212017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045795-4;300522;OBRA SOCIAL SANTA RITA DE CASSIA;47.090.162/0001-21;306386;CR.P.CONV - ESPERANCA;94;;;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;25/05/2018;28/12/2017;
2056;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.131.573-7   ;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;306681;CR.P.CONV - ACONCHEGO;89;32.0;54661.55;7369.9;1983.08;24/07/2015;23/01/2018;Encerrado;24/07/2015;09/02/2018;04/08/2015;31/12/2017
346;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.331.459-7   ;300130;ASS BENEFICENTE MUNDO ENCANTADO;08.827.445/0001-51;306886;CR.P.CONV - MUNDO ENCANTADO;101;28.0;55631.58;5457.87;825.6;28/06/2015;27/12/2017;Encerrado;31/01/2014;31/01/2018;26/01/2015;27/12/2017
8252017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0050001-9;300376;CONJUNTO ASSISTENCIAL NOSSA SENHORA DA CONCEICAO APARECIDA;62.481.064/0001-09;400306;CEI INDIR - MAE DO SALVADOR;176;69.0;95449.92;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;27/03/2019;13/12/2017;
2567;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2015-0.321.058-4   ;800165;INSTITUTO PARA UMA VIDA MELHOR;07.907.201/0001-16;308588;CR.P.CONV - JOANINHA;138;64.0;77221.62;13300.0;593.94;04/03/2016;03/09/2018;Encerrado;04/03/2016;23/01/2018;29/01/2016;31/12/2017
2038;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.147.399-5   ;800061;ASS CARIDADE HUMILDADE COMPAIXAO JD ELISA MARIA;07.235.353/0001-10;308306;CR.P.CONV - AMABILE AGUIAR;93;32.0;52720.38;4800.0;;06/07/2015;05/01/2018;Encerrado;06/07/2015;02/02/2018;31/07/2015;05/01/2018
224;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.814-9   ;300593;SOCIEDADE SANTOS MARTIRES;60.731.569/0001-59;306257;CR.P.CONV - SANTO DIAS;79;;;2800.0;;01/07/2015;31/12/2017;Encerrado;14/02/2014;17/01/2018;03/06/2014;31/12/2017
1914;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2014-0.333.631-4   ;300865;ASS NOVA ESPERANCA;00.098.011/0001-56;308263;CR.P.CONV - CANTINHO FELIZ;80;32.0;49912.16;4523.35;674.63;07/05/2015;06/11/2017;Encerrado;07/05/2015;06/11/2017;11/05/2015;06/11/2017
277;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2013-0.138.023-3   ;300671;ASS DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;308006;CR.P.CONV - SAGRADO CORACAO DE JESUS;112;29.0;61197.6;8474.71;;30/04/2016;29/10/2018;Encerrado;31/10/2013;24/01/2018;29/07/2014;31/12/2017
424;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2014-0.302.359-6   ;300028;ASS BENEFICENTE 2001;04.186.163/0001-61;307231;CR.P.CONV - SABERES ETERNO;63;39.0;42624.45;3430.0;;06/05/2017;05/11/2019;Encerrado;06/11/2014;11/01/2018;13/02/2015;31/12/2017
7792017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0050780-3;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400622;CEI INDIR - TEOTONIO VILELA II;174;36.0;86617.98;;;01/01/2018;31/12/2022;Aprovado;18/12/2017;18/12/2017;11/12/2017;
162;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2013-0.104.469-1   ;300444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;306951;CR.P.CONV - LOUIS MARIE, IRMA;115;34.0;63852.42;4500.0;;24/07/2015;23/01/2018;Encerrado;18/06/2013;21/02/2018;08/08/2014;31/12/2017
554;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2014-0.094.775-4   ;300791;ASS PRO ESPORTE ATLETAS DA SUL;10.748.884/0001-10;326231;CR.P.CONV - JOSE AVELINO;67;18.0;39685.21;;;30/04/2015;29/10/2017;Encerrado;28/04/2015;05/02/2018;30/03/2015;29/10/2017
2708;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.131.540-2   ;800214;INSTITUTO MIRACEMA;02.483.438/0001-01;308679;CR.P.CONV - FUTURO DO AMANHA;92;46.0;55602.96;5000.0;;08/07/2016;07/01/2019;Encerrado;08/07/2016;04/01/2018;14/06/2016;31/12/2017
297;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2010-0.040.234-3   ;300164;ASS DE MORADORES DE VILA CARBONE;57.059.883/0001-22;307350;CR.P.CONV - ARY BARROSO;100;61.0;63083.28;2554.97;;13/02/2013;12/08/2015;Encerrado;13/08/2010;30/07/2015;29/05/2014;20/07/2015
472018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0058554-5;800221;SOCIEDADE AMIGOS PENHA BRASIL;69.130.250/0001-42;308691;CR.P.CONV - ARLETE ANIZETE DE OLIVEIRA LIMA;117;41.0;66504.06;5000.0;643.93;01/01/2018;31/12/2022;Aprovado;29/12/2017;12/03/2019;04/01/2018;
232;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2012-0.318.068-0   ;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400434;CEI INDIR - JARDIM PRIMAVERA;135;44.0;71067.87;;;01/01/2013;31/12/2017;Encerrado;21/12/2012;06/02/2018;25/06/2014;31/12/2017
4482018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051302-1;300366;CENTRO SOCIAL BENEFICENTE DE RECUPERACAO EL SHADAI;02.986.801/0001-01;308686;CR.P.CONV - CRIANCA FELIZ IV;129;32.0;65493.81;6585.18;;01/01/2018;31/12/2022;Aprovado;31/01/2018;07/02/2019;01/02/2018;
2388;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.180.437-1   ;800046;ASSOCIACAO BENEFICENTE RUMO CERTO;00.453.256/0001-54;308525;CR.P.CONV - SANTA BARBARA II;80;48.0;53759.84;12000.0;;16/11/2015;15/05/2018;Encerrado;16/11/2015;01/02/2018;04/11/2015;31/12/2017
288;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.394-3   ;300526;OBRAS SOCIAIS DE VISTA ALEGRE;46.332.888/0001-60;306301;CR.P.CONV - NOSSA SENHORA DAS DORES II;106;20.0;56128.44;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;29/12/2017;02/06/2014;31/12/2017
2269;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2015-0.241.035-0   ;800093;ASSOCIACAO PAIS E FILHOS;11.694.582/0001-70;308542;CR.P.CONV - PAIS E FILHOS;94;45.0;56330.76;5950.0;;30/10/2015;29/04/2018;Encerrado;21/10/2015;16/01/2018;07/10/2015;31/12/2017
9202017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049450-7;800119;ASSOCIACAO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308590;CR.P.CONV - FLOR DE LOTUS;255;97.0;137579.31;23800.0;4051.03;01/01/2018;31/12/2022;Aprovado;29/12/2017;04/02/2019;18/12/2017;
8342017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0055734-7;300432;NUCLEO CORACAO MATERNO;69.129.880/0001-05;306158;CR.P.CONV - CORACAO MATERNO;195;36.0;96027.03;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;01/02/2018;14/12/2017;
454;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.708-8   ;300564;SOCIAL BOM JESUS;47.468.186/0001-71;306637;CEI INDIR - JARDIM SANTA EDWIGES;112;35.0;62640.48;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;16/01/2018;02/06/2014;31/12/2017
13662017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0058709-2;300107;ASSOCIACAO COMUNITARIA UM NOVO AMANHECER;06.035.233/0001-06;306911;CR.P.CONV - CRIANCA FELIZ;61;8.0;34114.15;3794.0;;01/01/2018;31/12/2022;Aprovado;28/12/2017;13/09/2018;28/12/2017;
7122018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0035858-3;800482;ASSOCIACAO ASSISTENCIAL RANC E CIDADES CIRCUNVIZINHAS;12.578.213/0001-84;309188;CR.P.CONV - RANC;81;45.0;53566.11;2900.0;;05/07/2018;04/07/2023;Aprovado;05/07/2018;11/09/2018;12/07/2018;
11722017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0058353-4;301107;ASSOCIACAO BENEFICENTE EDUCARTE;58.726.308/0001-07;308335;CR.P.CONV - LUZ DO SABER;112;36.0;62880.96;2796.36;66.75;01/01/2018;31/12/2022;Aprovado;29/12/2017;18/03/2019;26/12/2017;
250;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.338.060-1   ;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400621;CEI INDIR - SAO SAVERIO;188;66.0;100105.08;;;01/08/2014;31/01/2017;Encerrado;21/12/2011;04/11/2015;28/03/2014;31/10/2015
5132018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0044193-4;301063;INSTITUTO EDUCACIONAL UMA NOVA HISTORIA;03.378.311/0001-87;308465;CR.P.CONV - ESPERANCA DO SABER;101;42.0;58998.3;6079.23;385.14;01/01/2018;31/12/2022;Aprovado;29/12/2017;01/03/2019;09/02/2018;
4332017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044448-8;300672;ASS DOS CAVALEIROS DA SOBERANA ORDEM MILITAR;62.808.894/0001-06;400337;CEI INDIR - CRUZ DE MALTA;201;84.0;110258.37;;;01/01/2018;31/12/2022;Aprovado;02/12/2017;05/02/2019;15/11/2017;
13782017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054916-6;300638;RECANTO GARRA FEMININA DO CONJUNTO JOSE BONIFACIO;04.095.694/0001-49;307570;CR.P.CONV - GARRA FEMININA II;70;23.0;42470.74;4512.88;;01/01/2018;31/12/2022;Aprovado;29/12/2017;25/08/2018;28/12/2017;
6152018;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2018/0013820-6;300782;ASS KALIXTO MENDES;10.248.663/0001-83;309040;CR.P.CONV - DIAMANTES;99;25.0;53941.86;7141.75;838.27;05/04/2018;04/04/2023;Aprovado;05/04/2018;08/02/2019;04/04/2018;
1869;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.025.403-0   ;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;306726;CR.P.CONV - EDUCA SAO PAULO;292;120.0;159688.2;10930.85;;19/07/2013;18/01/2016;Encerrado;19/07/2013;19/02/2016;14/04/2015;18/01/2016
224;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.405-2   ;300432;NUCLEO CORACAO MATERNO;69.129.880/0001-05;306158;CR.P.CONV - CORACAO MATERNO;200;36.0;98267.28;;;12/10/2015;11/04/2018;Encerrado;18/12/2012;28/12/2017;03/06/2014;31/12/2017
5292017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041632-8;300444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;307597;CR.P.CONV - CONCEICAO ROSA;154;64.0;84390.42;7846.3;;01/01/2018;31/12/2022;Aprovado;29/12/2017;25/02/2019;24/11/2017;
1947;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.044.143-7   ;800037;ASSOCIACAO ASSISTENCIAL SOCIAL TRANSFORMACAO;17.938.726/0001-72;308274;CR.P.CONV - RESTAURANDO SONHOS;262;70.0;134222.7;32185.45;1351.1;19/06/2015;18/12/2017;Encerrado;19/06/2015;05/02/2018;02/06/2015;18/12/2017
6772017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0053721-4;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400837;CEI INDIR - SITIO CARAGUATA;135;18.0;64815.39;;;12/12/2017;11/12/2022;Aprovado;12/12/2017;04/02/2019;05/12/2017;
104;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.004.560-9   ;300184;ASS GRUPO DE MAES SOLIDARIAS BEM VIVER;00.000.113/0001-97;307787;CR.P.CONV - JULIA NASCIMENTO III;70;29.0;43913.62;3300.0;;29/05/2012;28/11/2014;Encerrado;29/05/2012;16/12/2014;08/08/2014;
2365;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.286.881-0   ;300847;ASS BENEFICENTE KAIROS;04.160.147/0001-08;308486;CR.P.CONV - ESPACO KAIROS III;104;55.0;63576.96;3600.0;;17/12/2015;16/06/2018;Encerrado;17/12/2015;16/01/2018;28/10/2015;31/12/2017
5772017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042000-7;800318;INSTITUTO EDUCACIONAL E SOCIAL VIVA A VIDA;73.232.225/0001-47;308775;CR.P.CONV - MARGARIDA;65;16.0;38148.83;5002.43;;01/01/2018;31/12/2022;Aprovado;14/12/2017;10/09/2018;28/11/2017;
602;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.084.765-4   ;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;180;64.0;96039.72;;;01/07/2015;31/12/2017;Encerrado;08/06/2015;15/12/2017;07/04/2015;31/12/2017
4662017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0044158-6;300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67.139.907/0001-07;400606;CEI INDIR - ARICANDUVA;161;68.0;88488.69;;;01/01/2018;31/12/2022;Encerrado;29/12/2017;18/07/2018;16/11/2017;05/07/2018
7632018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2018/0054172-8;300903;ASS BENEFICENTE COMUNITARIA IRMAOS MAXI;05.000.025/0001-09;309272;CR.P.CONV - AGRYAN;70;70.0;53773.3;5000.0;;25/09/2018;24/09/2023;Aprovado;25/09/2018;28/11/2018;24/09/2018;
