Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas; Vagas Berçário Contratadas ;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Parceria;Data do Encerramento
2409;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.293.399-0;300793;CREIA - CENTRO DE REFERENCIA EM EDUCACAO IRMA ANGELA;11.666.400/0001-57;307901;CR.P.CONV - CRE-SER;100;20;56022,4;;;25/12/2015;24/06/2018;Encerrado;16/12/2015;;07/02/2018;06/11/2015;31/12/2017
94;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.180.235-7;300793;CREIA - CENTRO DE REFERENCIA EM EDUCACAO IRMA ANGELA;11.666.400/0001-57;307901;CR.P.CONV - CRE-SER;100;20;56022,4;;;25/06/2013;24/12/2015;Encerrado;25/06/2013;;07/01/2016;25/03/2014;24/12/2015
1306;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.162.456-8;301103;INSTITUTO DENTE DE LEITE;16.629.798/0001-75;308190;CR.P.CONV - DENTE DE LEITE;153;36;88150,02;12110,84;1153;14/05/2017;13/11/2019;Encerrado;14/11/2014;30/06/2017;30/01/2018;05/12/2014;31/12/2017
1857;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.454-9;300439;LAR DAS CRIANCAS DIVINO AMOR;48.577.985/0001-49;306475;CR.P.CONV - DIVINO AMOR, LAR DAS CRIANCAS;61;18;42492,16;;;01/07/2015;31/12/2017;Encerrado;21/05/2015;04/02/2016;15/12/2017;13/04/2015;31/12/2017
168;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.121.949-6;300439;LAR DAS CRIANCAS DIVINO AMOR;48.577.985/0001-49;306475;CR.P.CONV - DIVINO AMOR, LAR DAS CRIANCAS;70;20;40440;;;01/01/2013;30/06/2015;Encerrado;28/06/2010;28/12/2012;03/07/2015;03/04/2014;30/06/2015
2242017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0044848-3;800119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308873;CR.P.CONV - DOS ANJOS;416;308;265720,08;26801;3876,31;13/11/2017;12/11/2022;Aprovado;13/11/2017;28/03/2018;04/04/2018;20/10/2017;
3512017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0047994-0;800119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308881;CR.P.CONV - EDUCANDO;320;260;213471,6;25000;2273,37;22/11/2017;21/11/2022;Aprovado;22/11/2017;22/11/2017;31/01/2018;09/11/2017;
4808;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.213.195-0;800265;CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA;17.697.986/0001-01;308756;CR.P.CONV - EDUCAR, CEI;154;59;93639,74;12600;837,69;28/10/2016;27/04/2019;Encerrado;28/10/2016;08/06/2017;15/12/2017;25/10/2016;31/12/2017
437;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.073.278-2;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;308088;CR.P.CONV - EDUCAR, CEI;160;56;90086,4;15900;;27/05/2014;26/11/2016;Encerrado;27/05/2014;27/05/2014;04/11/2016;03/06/2014;04/11/2016
158;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.049.801-1;300259;ASS FEMININA VILA ALPINA - PARQUE SAO LUCAS;62.863.162/0001-00;306577;CR.P.CONV - ELISA BRANCO - C.E.I.;120;48;76979,34;5475;892,58;22/09/2016;21/03/2019;Encerrado;21/03/2014;12/07/2017;11/01/2018;03/04/2014;31/12/2017
2371;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.277.313-5;300259;ASS FEMININA VILA ALPINA - PARQUE SAO LUCAS;62.863.162/0001-00;307019;CR.P.CONV - ENCARNACAO ROMERO MARTINS;122;45;0;4700;;;;Reprovado;;;18/03/2016;28/10/2015;
96;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.254.966-5;300259;ASS FEMININA VILA ALPINA - PARQUE SAO LUCAS;62.863.162/0001-00;307019;CR.P.CONV - ENCARNACAO ROMERO MARTINS;118;41;70313,18;4700;400,48;29/04/2016;28/10/2018;Encerrado;29/10/2013;14/10/2016;11/01/2018;26/03/2014;31/12/2017
98;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.288.716-8;300734;INSTITUTO EDUCACIONAL ANA E RAFAEL;11.093.576/0001-67;307718;CR.P.CONV - EQUILIBRIO, CEI;66;48;40425;4267,5;330,74;29/12/2011;28/06/2014;Encerrado;29/12/2011;;09/01/2015;26/03/2014;
2358;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.284.988-3;300203;ASS MARIA FLOS CARMELI;06.272.037/0001-55;306419;CR.P.CONV - ESPACO DA CRIANCA EMILIE DE VILLENEUVE;70;30;49576;3600;;17/12/2015;16/06/2018;Encerrado;17/12/2015;30/06/2017;07/02/2018;27/10/2015;31/12/2017
99;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.198.529-1;300203;ASS MARIA FLOS CARMELI;06.272.037/0001-55;306419;CR.P.CONV - ESPACO DA CRIANCA EMILIE DE VILLENEUVE;70;30;44972;3600;;25/09/2013;24/03/2016;Encerrado;25/09/2013;;07/03/2016;26/03/2014;16/12/2015
4799;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.208.525-7;800265;CENTRO DE DESENVOLVIMENTO E AMPARO A PESSOA;17.697.986/0001-01;308757;CR.P.CONV - ESPACO DA CRIANCA IV;160;57;95710,86;13699,2;1613,65;28/10/2016;27/04/2019;Encerrado;28/10/2016;08/06/2017;07/02/2018;20/09/2016;31/12/2017
1307;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.288.273-0;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;307834;CR.P.CONV - ESPACO DA CRIANCA IV;160;50;94167,5;16500;;30/10/2014;29/04/2017;Encerrado;30/10/2014;04/02/2016;08/11/2016;05/12/2014;28/10/2016
100;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.186.320-8;300607;ASS EDUCACIONAL JUVENIL E INFANTIL;08.296.646/0001-70;307834;CR.P.CONV - ESPACO DA CRIANCA IV;152;80;82610;14000;921,02;21/08/2012;20/02/2015;Encerrado;21/08/2012;31/01/2014;05/12/2014;26/03/2014;
2173;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.210.613-9;800087;ASSOCIAÇÃO CENTRAL BEM VIVER;20.068.053/0001-51;308502;CR.P.CONV - ESTACAO KIDS;219;98;129452,66;15000;2056,11;24/11/2015;23/05/2018;Encerrado;24/11/2015;07/07/2017;15/12/2017;19/08/2015;31/12/2017
1870;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.090.490-9;300732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306519;CR.P.CONV - ESTRELA DA MANHA, CEI;132;;71420,46;;;01/07/2015;31/12/2017;Encerrado;30/06/2015;;15/12/2017;14/04/2015;31/12/2017
169;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.993-9;300732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306519;CR.P.CONV - ESTRELA DA MANHA, CEI;132;;61410;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;28/12/2012;06/07/2015;03/04/2014;30/06/2015
2061;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.186.742-0;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;308350;CR.P.CONV - EURIDICE FERREIRA DE MELO;240;83;138850,01;21184,08;;24/07/2015;23/01/2018;Encerrado;24/07/2015;09/10/2017;08/01/2018;05/08/2015;31/12/2017
2420;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.296.902-1;800119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308590;CR.P.CONV - FLOR DE LOTUS;260;127;153012,46;23800;3522,64;01/03/2016;31/08/2018;Encerrado;01/03/2016;17/07/2017;24/01/2018;11/11/2015;31/12/2017
52017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.077.172-4;800119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308794;CR.P.CONV - FLORESCER;139;78;94202,84;5700;809,13;22/05/2017;21/05/2022;Aprovado;22/05/2017;14/03/2018;15/03/2018;08/06/2017;
101;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.257.844-4;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307096;CR.P.CONV - FONTE DO SABER;60;14;37298,8;5800;258,93;18/11/2013;17/05/2016;Encerrado;18/11/2013;;28/07/2016;26/03/2014;17/05/2016
172;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.118-0;300732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306309;CR.P.CONV - GERONIMO RODRIGUES, MONS;127;;51872;;;01/07/2010;31/12/2012;Encerrado;23/06/2010;;09/01/2015;03/04/2014;
171;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.118-0;300732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306309;CR.P.CONV - GERONIMO RODRIGUES, MONS;120;60;67590;;;01/01/2013;30/06/2015;Encerrado;23/06/2010;03/02/2015;06/07/2015;03/04/2014;30/06/2015
1240;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.094.918-8;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307103;CR.P.CONV - GIRASSOL;146;50;88305,98;14000;5423,3;24/09/2014;23/03/2017;Encerrado;24/09/2014;24/09/2014;07/04/2017;01/10/2014;23/03/2017
103;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.312.234-3;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307103;CR.P.CONV - GIRASSOL;190;;77185;11000;2964,1;25/11/2011;24/05/2014;Encerrado;25/11/2011;;09/01/2015;27/03/2014;
1905;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.109.226-6;300523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;306469;CR.P.CONV - HELENA DA SILVA TEIXEIRA;91;24;58567,93;6195,16;520;01/07/2015;31/12/2017;Encerrado;25/06/2015;25/06/2015;15/12/2017;05/05/2015;31/12/2017
174;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.305-1;300523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;306469;CR.P.CONV - HELENA DA SILVA TEIXEIRA;80;36;47480;5569,48;;01/01/2013;30/06/2015;Encerrado;28/06/2010;30/09/2013;02/07/2015;03/04/2014;30/06/2015
1681;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.181.921-3;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;306919;CR.P.CONV - IPIRANGA;189;57;107852,58;13661;;27/11/2015;26/05/2018;Encerrado;27/05/2013;17/07/2017;23/01/2018;19/02/2015;31/12/2017
207;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.181.921-3;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;306919;CR.P.CONV - IPIRANGA;208;83;90728;10463,42;1984,93;11/08/2010;10/02/2013;Encerrado;11/08/2010;;19/02/2015;04/04/2014;
3766;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.087.358-7;800183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;308354;CR.P.CONV - JARDIM FLOR DE LIS;213;43;114814,18;15088,23;3239,2;01/09/2016;28/02/2019;Encerrado;01/09/2016;09/06/2017;24/01/2018;18/08/2016;31/12/2017
2141;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.171.096-2;300129;ASS DA VIDA VERDE TOPY BOL;04.931.931/0001-64;308354;CR.P.CONV - JARDIM FLOR DE LIS;207;117;132346,53;18000;;24/07/2015;23/01/2018;Encerrado;24/07/2015;04/02/2016;05/09/2016;10/08/2015;31/08/2016
1872;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.090.488-7;300732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306309;CR.P.CONV - JERONIMO RODRIGUES, MONS;120;60;79625,1;;;01/07/2015;31/12/2017;Encerrado;10/06/2015;10/06/2015;15/12/2017;14/04/2015;31/12/2017
1917;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.671-2;300386;COMUNIDADE EDUCACIONAL DE BASE SITIO DO PINHEIRINHO;62.462.528/0001-30;306514;CR.P.CONV - JESUS MENINO,C. ED. COMUNITARIO;224;76;126695,5;;;01/07/2015;31/12/2017;Encerrado;15/06/2015;09/10/2017;15/12/2017;13/05/2015;31/12/2017
183;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.501-0;300386;COMUNIDADE EDUCACIONAL DE BASE SITIO DO PINHEIRINHO;62.462.528/0001-30;306514;CR.P.CONV - JESUS MENINO,C. ED. COMUNITARIO;269;73;123505;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;31/01/2014;03/07/2015;03/04/2014;30/06/2015
1842;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.076.835-5;300496;IHDI - INSTITUTO HUMANIZACAO E DESENVOLVIMENTO INTEGRAL;55.072.474/0001-30;306308;CR.P.CONV - JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;60;;38030,4;;;01/07/2015;31/12/2017;Encerrado;26/05/2015;13/10/2016;15/12/2017;07/04/2015;31/12/2017
184;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.202-0;300496;IHDI - INSTITUTO HUMANIZACAO E DESENVOLVIMENTO INTEGRAL;55.072.474/0001-30;306308;CR.P.CONV - JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;70;9;38515;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;28/12/2012;03/07/2015;03/04/2014;30/06/2015
107;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.053.151-3;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;306916;CR.P.CONV - JOSEFA JULIA;210;36;115262,52;17500;2214,93;23/07/2015;22/01/2018;Encerrado;12/04/2013;30/06/2017;08/01/2018;28/03/2014;31/12/2017
108;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.053.147-5;300536;MOVIMENTO DE DEFESA DO FAVELADO REGIAO EPISCOPAL BELEM;54.636.022/0001-71;306474;CR.P.CONV - JULIO CESAR DE AGUIAR;63;18;44739,12;;;23/07/2015;22/01/2018;Encerrado;24/05/2013;23/07/2015;10/01/2018;28/03/2014;31/12/2017
2140;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.180.058-9;800071;GRUPO DE ASSISTÊNCIA AO TRATAMENTO E HOSPEDAGEM INFANTIL;04.480.432/0001-06;308353;CR.P.CONV - JURANDYR BARBOSA;118;45;77599,51;4000;;24/07/2015;23/01/2018;Encerrado;24/07/2015;07/08/2017;23/01/2018;10/08/2015;31/12/2017
2232017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0043838-0;800197;ASSOCIAÇÃO CULTURAL GIRASSOL DE LUZ;09.575.019/0001-30;308861;CR.P.CONV - KATATAU;70;9;46249,23;2974,68;286,07;13/11/2017;12/11/2022;Aprovado;13/11/2017;03/04/2018;04/04/2018;20/10/2017;
1884;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.169-5;300458;LAR DO AMOR CRISTAO;61.923.090/0001-87;306500;CR.P.CONV - LAR DO AMOR CRISTAO;60;;38030,4;;;01/07/2015;31/12/2017;Encerrado;21/05/2015;;15/12/2017;16/04/2015;31/12/2017
192;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.220-8;300458;LAR DO AMOR CRISTAO;61.923.090/0001-87;306500;CR.P.CONV - LAR DO AMOR CRISTAO;60;;32700;;;01/01/2013;30/06/2015;Encerrado;15/06/2010;28/12/2012;03/07/2015;04/04/2014;30/06/2015
193;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.121.965-8;300456;LAR NOSSA SENHORA DA CONSOLACAO;44.002.939/0001-60;306528;CR.P.CONV - LAR ESCOLA NSA SRA CONSOLACAO II;210;64;100690;;;01/01/2013;30/06/2015;Encerrado;25/06/2010;10/06/2013;03/07/2015;04/04/2014;30/06/2015
1840;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.455-7;300456;LAR NOSSA SENHORA DA CONSOLACAO;44.002.939/0001-60;306528;CR.P.CONV - LAR NOSSA SENHORA DA CONSOLACAO;210;64;118188,22;;;01/07/2015;31/12/2017;Encerrado;12/05/2015;12/05/2015;15/12/2017;06/04/2015;31/12/2017
109;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.356.440-2;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;308064;CR.P.CONV - LEONARDA SOARES ALVES;283;134;164185,46;18924,21;;28/08/2016;27/02/2019;Encerrado;28/02/2014;24/07/2017;04/01/2018;28/03/2014;31/12/2017
1735;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.225-6;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;306409;CR.P.CONV - LIBERDADE;96;;55538,46;;;01/07/2015;31/12/2017;Encerrado;27/05/2015;04/02/2016;15/12/2017;25/03/2015;31/12/2017
195;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.123.005-8;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;306409;CR.P.CONV - LIBERDADE;84;;42876;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;19/09/2013;03/07/2015;04/04/2014;30/06/2015
2242;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.210.603-1;300883;IMA INSTITUTO MANOEL DE ALENCAR;00.103.180/0001-37;308572;CR.P.CONV - LIVIERO;301;137;156374,2;21250;3406,33;26/11/2015;25/05/2018;Encerrado;26/11/2015;26/11/2015;04/01/2018;14/09/2015;31/12/2017
2732;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.150.932-0;800225;APOIO ASSOCIAÇÃO DE AUXÍLIO MUTUO DA REGIÃO LESTE;74.087.081/0001-45;306728;CR.P.CONV - LUZ DO AMANHA;80;18;51861,44;6000;525,22;13/07/2016;12/01/2019;Encerrado;13/07/2016;13/02/2017;15/12/2017;05/07/2016;31/12/2017
2143;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.184.104-8;800072;GRUPO DE AMPARO A CRIANÇA LUZ DO SABER;18.804.354/0001-54;308349;CR.P.CONV - LUZ DO SABER;80;14;52457,78;6087,2;388,48;24/07/2015;23/01/2018;Encerrado;24/07/2015;30/06/2017;07/02/2018;10/08/2015;31/12/2017
3782;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.048.994-2;300531;OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;62.798.699/0001-34;306740;CR.P.CONV - MAE ACHIROPITA;184;32;0;;;28/10/2016;27/04/2019;Encerrado;28/10/2016;;01/11/2016;09/09/2016;01/11/2016
280;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.048.994-2;300531;OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;62.798.699/0001-34;306740;CR.P.CONV - MAE ACHIROPITA;184;32;94574,16;;;28/10/2016;27/04/2019;Encerrado;28/04/2014;12/09/2016;11/01/2018;28/05/2014;31/12/2017
2408;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.293.404-0;800121;ASSOCIAÇÃO BENEFICIADORA UNIDOS VENCEREMOS;01.267.033/0001-65;308575;CR.P.CONV - MAEZINHA;98;98;78050,32;7000;528,04;29/02/2016;28/08/2018;Encerrado;29/02/2016;04/07/2017;10/01/2018;06/11/2015;31/12/2017
1194;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.377.711-4;800004;ASSOCIAÇÃO APOIO DE EMERGENCIA;12.147.705/0001-15;308104;CR.P.CONV - MARIA CELINA DE JESUS;100;32;64403,46;11104,03;1211,12;25/12/2016;24/06/2019;Encerrado;25/06/2014;14/07/2017;01/02/2018;12/08/2014;31/12/2017
201;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.409-0;300561;SOCIEDADE INSTRUCAO E SOCORROS;61.015.129/0001-68;306418;CR.P.CONV - MARIANO, PE.;253;82;119320;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;05/08/2015;04/04/2014;30/06/2015
1772017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.004.869-9;301103;INSTITUTO DENTE DE LEITE;16.629.798/0001-75;308838;CR.P.CONV - MARIAZINHA;114;18;69611,94;15000;300,26;05/10/2017;04/10/2022;Aprovado;05/10/2017;13/03/2018;15/03/2018;28/09/2017;
110;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.347.295-8;300929;ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL;17.118.924/0001-90;306476;CR.P.CONV - MARY ANNE;190;96;120258,32;;;23/07/2015;22/01/2018;Encerrado;25/02/2013;04/02/2016;15/12/2017;28/03/2014;31/12/2017
12102017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048950-3;300592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400777;CR.P.CONV - MIGUEL AFONSO DE OLIVEIRA;226;82;0;15678,48;;;;Encerrado;;;29/01/2018;27/12/2017;20/12/2017
8412017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048950-3;300592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400777;CR.P.CONV - MIGUEL AFONSO DE OLIVEIRA;226;82;132591,66;15678,48;;20/12/2017;19/12/2022;Aprovado;19/12/2017;;29/01/2018;14/12/2017;
111;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.253.806-8;300592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400777;CR.P.CONV - MIGUEL AFONSO DE OLIVEIRA;226;82;128855,74;15678,49;;20/06/2015;19/12/2017;Encerrado;20/12/2012;09/08/2017;14/12/2017;28/03/2014;19/12/2017
130;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.223.979-8;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;307995;CR.P.CONV - MINERVINO RODRIGUES FERREIRA;258;56;136521,02;19684;;20/03/2016;19/09/2018;Encerrado;20/09/2013;27/06/2017;15/12/2017;31/03/2014;31/12/2017
2405;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.293.409-0;800119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308538;CR.P.CONV - MUNDO AZUL;248;114;131644,8;15504,3;1134,58;16/12/2015;15/06/2018;Encerrado;16/12/2015;16/12/2015;15/12/2017;05/11/2015;31/12/2017
2372;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.286.535-8;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;306728;CR.P.CONV - NOSSA CRECHE I;80;18;0;3000;;;;Reprovado;;;01/08/2016;28/10/2015;
113;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.257.405-8;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;306728;CR.P.CONV - NOSSA CRECHE I;80;18;47045,2;2500;367,53;14/11/2013;13/05/2016;Encerrado;14/11/2013;;28/07/2016;28/03/2014;13/05/2016
1241;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.225.923-5;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;400557;CR.P.CONV - NOSSA CRECHE II;80;18;51861,44;4105,33;488,93;24/09/2014;23/03/2017;Encerrado;24/09/2014;;07/04/2017;01/10/2014;23/03/2017
114;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.312.416-8;300588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;400557;CR.P.CONV - NOSSA CRECHE II;80;18;41116;4105,33;488,93;24/11/2011;23/05/2014;Encerrado;24/11/2011;;09/01/2015;28/03/2014;
1542017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.132.604-0;300318;CENTRO SOCIAL NOSSA SENHORA DAS MERCES;03.162.349/0001-18;306310;CR.P.CONV - NOSSA SENHORA DAS MERCES;148;;80384,36;;;20/09/2017;19/09/2022;Aprovado;20/09/2017;;03/10/2017;21/09/2017;
1888;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.164-4;300318;CENTRO SOCIAL NOSSA SENHORA DAS MERCES;03.162.349/0001-18;306310;CR.P.CONV - NOSSA SENHORA DAS MERCES;240;;116637,9;;;01/07/2015;31/12/2017;Encerrado;15/06/2015;;03/10/2017;22/04/2015;20/09/2017
202;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.465-0;300318;CENTRO SOCIAL NOSSA SENHORA DAS MERCES;03.162.349/0001-18;306310;CR.P.CONV - NOSSA SENHORA DAS MERCES;240;;100290;;;01/01/2013;30/06/2015;Encerrado;15/06/2010;28/12/2012;03/07/2015;04/04/2014;30/06/2015
128;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.347.296-6;300929;ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL;17.118.924/0001-90;306477;CR.P.CONV - NOSSA SENHORA DO CARMO;204;57;117441,87;;;23/07/2015;22/01/2018;Encerrado;15/02/2013;06/12/2016;15/12/2017;28/03/2014;31/12/2017
