Cod OSC;Nome OSC;CNPJ;Tipo_Logradouro;Nome_Logradouro;Endereco_Numero;Complemento;Bairro;CEP;Representante Legal;Portaria Credenciamento;Validade Credenciamento;Data Descredenciamento;Status Credenciamento;;;;;;;;
300924;ASS AMIGOS PARA SEMPRE DA VILA CARRAO E ADJACENCIAS;07847018000172;Rua;LUTÉCIA;950   ;;VILA CARRÃO;3423000;;;;;CREDENCIADA;;;;;;;;
300925;ENTIDADE INSTITUTO BOA VISTA IBV;10914039000178;Rua;KALIL NADER HABR;234   ;;VILA SANTO ESTÉFANO;4154030;DIEGO RODRIGUES AGUDO;170;2015-11-16 00:00:00.000;;CREDENCIADA;;;;;;;;
300927;ASS COMUNITARIA LAR VITORIA;58928946000100;Rua;JOÃO DOMINGOS VIEIRA;382   ;;JARDIM GUARANI;2849030;;1;2016-01-16 00:00:00.000;;CREDENCIADA;;;;;;;;
300928;ASS EVANGELICA COMUNIDADE REAL VIVER DE EVANGELIZACAO;00555569000113;Avenida;ITABERABA;4346  ;;ITABERABA;2739000;;2;2016-01-16 00:00:00.000;;CREDENCIADA;;;;;;;;
300929;ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL;17118924000190;Rua;DOS JUNQUILHOS;558   ;;VILA ALPINA;3204040;MARIA ZANGARI CORREA;189;2015-12-04 00:00:00.000;;CREDENCIADA;;;;;;;;
300930;ASS BENEFICENTE CASA DE CARIDADE VOVO CATARINA;00103205000100;Rua;AGUAXIMA;7     ;;JARDIM LAJEADO;8441250;;;;;CREDENCIADA;;;;;;;;
300931;ASS VALE DO SOL;05759304000150;Rua;HENRIQUE ADAMUS;17    ;;JARDIM ÁUREA;8421107;;;;;CREDENCIADA;;;;;;;;
300932;NUCLEO SOCIAL E EDUCACIONAL EDUCANDO;10172754000182;Rua;CACHOEIRA DO BONFIM;129   ;CASA 2;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472390;CLAUDIO ROBERTO GONDIM DE SOUZA;;;;CREDENCIADA;;;;;;;;
300933;ASSOCIAÇÃO BRASILEIRA DE PRESERVAÇÃO DA CAPOEIRA ALIANCA;10615297000153;Rua;PAULO OSÓRIO FLORES;375   ;;JARDIM ETELVINA;8430470;FABIO AGUIAR SANTOS;30;2015-11-23 00:00:00.000;;CREDENCIADA;;;;;;;;
300935;ASS PLENA FELICIDADE;10641167000195;Rua;SANTO ADAUTO;19    ;;VILA MINERVA;8441350;NIVALDO BEZERRA PINTO;;;;CREDENCIADA;;;;;;;;
300936;GREMIO RECREATIVO CULTURAL EDUCACIONAL E SOCIAL MARAVILHA;57284994000132;Rua;GONÇALO PINTO;20    ;;JARDIM MONTE AZUL;5836220;EVERSON SOARES DE OLIVEIRA;132;;;CREDENCIADA;;;;;;;;
300938;ASS DE AMIGOS JOAQUIM AFONSO DE SOUZA;74635368000162;Rua;ÂNGELO DA SILVA;481   ;BL 03;PARQUE NAÇÕES UNIDAS;2996140;;;;;CREDENCIADA;;;;;;;;
300939;ASS BENEFICENTE JOAO VITOR RODRIGUES LIMA ABEJOVI;09329759000197;Rua;ANASTÁCIO DA COSTA;2409  ;;JARDIM IMPÉRIO;4812420;;;;;CREDENCIADA;;;;;;;;
300940;INSTITUTO SOCIAL AFRO BRASIL;15673366000107;Rua;BOAVENTURA RODRIGUES DA SILVA;886   ;;PARQUE BOTURUSSU;3801120;;63;2019-03-29 00:00:00.000;;CREDENCIADA;;;;;;;;
300941;INSTITUTO CIO DA TERRA;03075996000192;Rua;WILLIAM CREMER;S/N   ;S N;JARDIM SÔNIA REGINA;4935120;ARMANDO LISBOA DA SILVA;;;;CREDENCIADA;;;;;;;;
300942;ASS BENEFICENTE IRMAS GARCIA;14839000000194;Rua;BENEDITO OTONI;154   ;;VILA RÉ;3667010;;64;2019-04-05 00:00:00.000;;CREDENCIADA;;;;;;;;
300943;ASS MORADA FELIZ NO JARDIM VISTA ALEGRE;73001729000156;Rua;ARACANGUIRA;386   ;;JARDIM VISTA ALEGRE;2878110;CLEIDE APARECIDA A. JULIO;183;2019-09-20 00:00:00.000;;CREDENCIADA;;;;;;;;
300948;GRUPO DE MULHERES SOLIDARIAS DE VILA VERDE;02659113000129;Avenida;PADRE GREGÓRIO MAFRA;1092  ;;VILA TAQUARI;8230000;;;;;CREDENCIADA;;;;;;;;
300949;LUCAS LUTAMOS UNIDOS COM AMOR SOLIDARIO;14277647000170;Avenida;CARLOS LACERDA;1804  ;;PIRAJUSSARA;5789001;IZABEL APARECIDA DA SILVA;;;;CREDENCIADA;;;;;;;;
300950;ASS EDUCAJA EDUCANDO PARA A VIDA;15741199000186;Rua;CLEMENTE PEREIRA;518   ;;IPIRANGA;4216060;;41;2016-02-06 00:00:00.000;;CREDENCIADA;;;;;;;;
300952;ASSOCIACAO EL SHADDAI - DEUS TODO PODEROSO;11289223000137;Rua;UBAÍ;22    ;;JARDIM EVA;8143070;;51;2019-12-18 00:00:00.000;;CREDENCIADA;;;;;;;;
300953;ASS BENEFICENTE AOS CARENTES DA SAGRADA FAMILIA;04001010000100;Rua;LUIZ RODRIGUES FILHO;192   ;;MASCARENHAS DE MORAES;3977360;LUCIANE DE MATTOS RIBEIRO;114;2017-10-11 00:00:00.000;2017-12-01 00:00:00.000;DESCREDENCIADA;;;;;;;;
300954;ASS PRO FAMILIA E BEM ESTAR CASA VERDE;16382349000175;Rua;SAMARITÁ;191   ;;JARDIM DAS LARANJEIRAS;2518080;NEIL DIAMOND MASSAROTO DA SILVA;58;2018-08-22 00:00:00.000;;CREDENCIADA;;;;;;;;
300955;ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA;54963913000132;Rua;DOS FILHOS DA TERRA;634   ;;JARDIM FILHOS DA TERRA;2325001;SOLANGE DO CARMO;23;;;CREDENCIADA;;;;;;;;
300956;CENTRO ESPIRITA SANTISSIMO SACRAMENTO JOAO VITOR PAULINO;17423003000130;Rua;B. B. VARELA;542   ;;JARDIM LIDERANÇA;8240170;LUZIA DA CONCEIÇÃO PIRES;;2016-03-08 00:00:00.000;;CREDENCIADA;;;;;;;;
300957;ASS BENEFICENTE O VERDADEIRO AMOR DE DEUS;02763876000115;Rua;GENERAL MOREIRA COUTO;223   ;;JARDIM SÃO PEDRO;8420730;;;;;CREDENCIADA;;;;;;;;
300958;INSTITUTO PILAR;05875060000171;Rua;DAS CLAVES;143   ;;JARDIM KAGOHARA;4938180;ITAMAR MOREIRA DO CARMO;;;;CREDENCIADA;;;;;;;;
300959;ASS COMUNITARIA JOSE FRANCISCO;16630988000102;Rua;MATIMPERERÊ;18    ;;JARDIM VISTA ALEGRE;2878030;MARCIA APARECIDA MENDES DE OLIVEIRA;14;2016-04-19 00:00:00.000;;CREDENCIADA;;;;;;;;
300960;ASS BENEFICENTE FORCA E CONQUISTA;04146964000101;Avenida;NORDESTINA;4860  ;;VILA NOVA CURUÇÁ;8032000;;13;2016-05-02 00:00:00.000;;CREDENCIADA;;;;;;;;
300961;ASS BENEFICENTE RAIOS DE SOL BRILHANTE;04226461000138;Rua;CANÇÃO DOS OLHOS;163   ;;VILA SIMONE;8110130;;14;2016-05-02 00:00:00.000;;CREDENCIADA;;;;;;;;
300962;IGREJA PENTECOSTAL EVANGELICA DEUS VIVO DA GALILEIA;57854382000138;Rua;BENTO ALVES DO NASCIMENTO;89    ;;BRASILÂNDIA;2846170;;4;2016-01-23 00:00:00.000;;CREDENCIADA;;;;;;;;
300964;ASS BENEFICENTE LEBRAO E OLIVEIRA;04007337000181;Avenida;PROFESSOR OSVALDO DE OLIVEIRA;318   ;;JARDIM HELENA;8420280;;;;;CREDENCIADA;;;;;;;;
300965;COMUNIDADE ALIANCA GRAJAU;53371886000146;Rua;JOSÉ QUARESMA JÚNIOR;2     ;;PARQUE GRAJAÚ;4843600;JEFFERSON RODRIGUES DE SÁ;;;;CREDENCIADA;;;;;;;;
300966;ASS BENEFICENTE FRUTO DO CONHECIMENTO;10566931000105;Rua;IOLANDA DIORIO FRANCA;22    ;;JARDIM GUAIANAZES;8431370;;;;;CREDENCIADA;;;;;;;;
300968;ASS CRIAS CENTRO RECREATIVO INCLUSAO E ACAO SOCIAL;00103169000177;Rua;RAPOSO DA FONSECA;587   ;;CIDADE POPULAR;8460520;;;;;CREDENCIADA;;;;;;;;
300971;INSTITUTO CAMINHO DA VITORIA;05251741000169;Rua;CARDOSO DE ABREU;275   ;;JARDIM SÃO PAULO(ZONA LESTE);8460160;;;;;CREDENCIADA;;;;;;;;
300972;ASS CULTURAL YA MESSAN ORUN;11313668000105;Rua;CESARE POLLINI;1     ;C;JARDIM LOURDES;8452432;;;;;CREDENCIADA;;;;;;;;
300975;ASS DESPORTIVA JUVENTUDE DA PAZ DE GUAIANASES;05062225000196;Rua;ROMEU DE ANDRADE LOURENÇÃO;109   ;A;LAJEADO;8452350;;;;;CREDENCIADA;;;;;;;;
300976;ASS COMUNITARIA E BENEF FORCA DAS MULHERES DO JD SAO CARLOS;11073240000132;Rua;MARMELO;26    ;;JARDIM SÃO CARLOS (ZONA LESTE);8411520;;;;;CREDENCIADA;;;;;;;;
300978;NASCIDOS PARA VENCER;17907731000118;Travessa;JOAQUIM ANTÔNIO DA SILVA CALADO;51    ;;JARDIM WILMA FLOR;8473470;;;2016-06-05 00:00:00.000;;CREDENCIADA;;;;;;;;
300979;ASS BENEFICENTE ESTRELA NASCENTE;04168082000139;Rua;PORTO DO BEZERRA;151   ;;JARDIM GUAIANAZES;8440000;VERONICA MARIA DA SILVA BANDEIRA;;;;CREDENCIADA;;;;;;;;
300980;ASS BENEFICENTE PARA HUMANIZACAO SOCIAL;11983235000167;Estrada;ITAQUERA-GUAIANAZES;2239  ;;JARDIM HELENA;8420000;;;;;CREDENCIADA;;;;;;;;
300981;ASS EDUCACIONAL BELCHIOR E COSTA;02020684000119;Rua;VÊNUS;114   ;;VILA FORMOSA;3362060;DENISE APARECIDA BELCHIOR DA COSTA;161;;;CREDENCIADA;;;;;;;;
300982;ASS FORCA JOVEM VILA MARA;00502513000109;Rua;BELA VISTA DE MINAS;637   ;CASA 20;VILA HELENA;8081220;FRANCINE DE JESUS MANSO PEREIRA;74;2019-09-21 00:00:00.000;;CREDENCIADA;;;;;;;;
300983;ASS CRIANCA DA VOVO IRENE;04344770000102;Rua;SÍLVIO BARBINI;150   ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8250650;;;;;CREDENCIADA;;;;;;;;
300984;GALPAO ATRIA BRASIL;14682279000145;Rua;FRANCISCO RODRIGUES SECKLER;430   ;A;VILA TAQUARI;8230020;JOSÉ ROBERTO MAIA PARENTE;43;2019-07-03 00:00:00.000;;CREDENCIADA;;;;;;;;
300988;ASS BENEFICENTE PRIMAVERA;10233719000126;Rua;FELICIANO DE MENDONÇA;988   ;CASA 2;JARDIM SÃO PAULO(ZONA LESTE);8460365;;;;;CREDENCIADA;;;;;;;;
300991;ASS BIANCA ALVES;09265798000178;Rua;FELICIANO DE MENDONÇA;180   ;;JARDIM SÃO PAULO(ZONA LESTE);8460365;MARIA DA GLORIA DA SILVA;;;;CREDENCIADA;;;;;;;;
300992;SOCIEDADE AMIGOS DA PEDREIRA VILA PORTELA;55707384000179;Avenida;BATISTA MACIEL;105   ;;PEDREIRA;4459110;REGINA STELLA FERRAZ ANTONIO;;;;CREDENCIADA;;;;;;;;
300995;ASS CENTRO DE CONVIVENCIA INFANTIL SALINHA;05854890000112;Rua;JAIME MANHANI;341   ;;JARDIM CAROMBÉ;2855070;;20;;;CREDENCIADA;;;;;;;;
300996;INSTITUICAO DE PROMOCAO SOCIAL ALVORADA;46135372000126;Rua;MURUTINGA DO SUL;73    ;;CHÁCARA SANTO ANTÔNIO (ZONA LESTE);3411120;;;;;CREDENCIADA;;;;;;;;
300997;ASS DE MAES ESPERANCA;02311008000102;Rua;CARLOS DOS SANTOS;937   ;;JARDIM BRASIL (ZONA NORTE);2234001;MARCIO ALCÂNTARA DOS SANTOS;;;;CREDENCIADA;;;;;;;;
301002;SOCIEDADE AMIGOS DO JARDIM GUARUJA E CHACARA SANTANA;55651707000150;Rua;BARTOLOMEU DOS SANTOS;541   ;;CHÁCARA SANTANA;5821030;LUZINETE LOPES DINIZ CARLOS;2;;;CREDENCIADA;;;;;;;;
301003;INSTITUTO CANTO DE LUZ;04277544000156;Rua;CATARINA MAUAD;269   ;;JARDIM DAS PALMEIRAS;5883020;SONIA SUZI LARA SILVA;;;;CREDENCIADA;;;;;;;;
301005;ASSAJO ASS AMIGOS DO JARDIM OLINDA;65504052000140;Rua;CATARINA GUIMARÃES;1     ;;JARDIM OLINDA;5766310;;;;;CREDENCIADA;;;;;;;;
301009;ASS COMUNITARIA RAIO DE SOL;04107580000171;Rua;VINTE E NOVE DE JANEIRO;48    ;A;JARDIM LOURDES;8452431;;;2016-08-20 00:00:00.000;;CREDENCIADA;;;;;;;;
301013;ONG REMIDOS;11304690000199;Rua;ANTÔNIO DE ANTONI;17    ;;JARDIM FANGANIELLO;8450490;DJAIR JOSÉ DOS REIS;;2016-08-20 00:00:00.000;;CREDENCIADA;;;;;;;;
301014;CASA DO MENOR TRABALHADOR DO JARDIM ROBRU;56087216000190;Rua;ÁGUAS FÉRREAS;97    ;A;PARQUE GUAIANAZES;8431490;;;;;CREDENCIADA;;;;;;;;
301015;INSTITUTO NOVA CANAA;03204692000188;Rua;JOÃO JOAQUIM ALÃO;40    ;;VILA INÁCIO;5206130;VAGNER DE OLIVEIRA BAZAN;64;2019-08-31 00:00:00.000;;CREDENCIADA;;;;;;;;
301016;ACAO SOCIAL ESTRELA DA MANHA;86957107000148;Rua;MONSENHOR JANUÁRIO SANGIRARDI;197   ;;VILA CAVATON;2962100;;114;2019-08-23 00:00:00.000;;CREDENCIADA;;;;;;;;
301017;ASS BENEF COMUNIT DEUS DO IMPOSSIVEL FORTE JUSTO VERDADEIRO;12497935000104;Rua;TRÊS ARAPONGAS;8     ;;VILA NOVA JAGUARÉ;5333120;REGINALDO DE MORAES;;2016-09-07 00:00:00.000;;CREDENCIADA;;;;;;;;
301018;ASS DIAS MELHORES;00194566000100;Rua;ÁGUA DA ROSA;256   ;;PARQUE MONTEIRO SOARES;2738070;;;2016-09-09 00:00:00.000;;CREDENCIADA;;;;;;;;
301020;INSTITUTO EM DEFESA DA CIDADANIA TERCEIRO MILENIO;04224512000192;Avenida;PROFESSOR JOÃO BATISTA CONTI;1271  ;SALA 2;JARDIM SÃO PEDRO;8420720;PEDRO DE FRANÇA FERREIRA;50;;;CREDENCIADA;;;;;;;;
301022;ASS SEMEANDO O AMANHA;00846879000197;Praça;ARY FRANCISCO DE PAULO;126   ;;VILA SÃO FRANCISCO (ZONA LESTE);3679120;;;;;CREDENCIADA;;;;;;;;
301025;ASS ECOAR ESPACO COMUNITARIO ACREDITAR E RENOVAR;12667885000166;Rua;VALDOMIRO GONZAGA SILVA;40    ;;JARDIM DAS OLIVEIRAS;8111540;CRISTINA HELENA ROCHA DE SOUZA;40;2016-09-18 00:00:00.000;;CREDENCIADA;;;;;;;;
301026;ASS ORGANIZADORA IGOR ENCOSTA NORTE;01447783000119;Rua;BARENA;525   ;;VILA SILVA TELES;8110320;;73;2019-09-21 00:00:00.000;;CREDENCIADA;;;;;;;;
301029;ONG SEMPRE AMIGOS EDUCACIONAL DE SAO PAULO;03865172000116;Avenida;MARECHAL TITO;5190  ;;ITAIM PAULISTA;8115000;LEILA TERRIM PEDRO MACHADO;42;2016-09-30 00:00:00.000;;CREDENCIADA;;;;;;;;
301030;ASS DE LUTAS E PROMOCAO SOCIAL ALPS;10775417000180;Rua;DOUTOR HUMBERTO CERRUTI;151   ;;JARDIM MABEL;8121722;FLAVIO SANTOS DE OLIVEIRA;43;2016-09-30 00:00:00.000;;CREDENCIADA;;;;;;;;
301031;ASS COMUNITARIA RECOMECO DE VIDA;12828126000138;Rua;DEZESSEIS DE DEZEMBRO;152   ;;JARDIM RUBIO;5547130;ROSA MARIA MENDES;69;2016-10-05 00:00:00.000;;CREDENCIADA;;;;;;;;
301032;CRECHE PEDRO APOSTOLO;03269902000116;Rua;JOÃO SAMPAIO;193   ;;TREMEMBÉ;2376080;EDNA NASCIMENTO;121;;;CREDENCIADA;;;;;;;;
301033;ASS UNIVERSO BRASIL;04168013000125;Rua;ISAÍAS TARANDACH;134   ;;PARQUE ARARIBA;5778210;OZEAS VIEIRA DA SILVA;6;;;CREDENCIADA;;;;;;;;
301034;ASSOCIAÇÃO DE MULHERES DA VILA NOVA PERUS;58369265000141;Rua;JESUÍNO CÁSSIA DE LUSTOSA;77    ;;VILA PERUS;5208030;JOCICLEIDE GOMES DO NASCIMENTO SANTOS;71;2019-10-10 00:00:00.000;;CREDENCIADA;;;;;;;;
301036;INST FUTURO DESENVOL SOCIAL EDUCACIONAL CULTURAL E AMBIENTAL;08807080000101;Avenida;BRIGADEIRO LUÍS ANTÔNIO;383   ;;BELA VISTA;1317000;MARIA DE JESUS LOPES MARTINS SILVA;73;2016-10-10 00:00:00.000;;CREDENCIADA;;;;;;;;
301037;ASS UIRAPURU;13932073000163;Rua;ERNEST RENAM;734   ;;PARAISÓPOLIS;5659020;GUSTAVO LIAN;269;;;CREDENCIADA;;;;;;;;
301038;ASS DAS FLORES;02948177000140;Rua;EVALDO CALABREZ;623   ;;VILA PRINCESA ISABEL;8410070;;;;;CREDENCIADA;;;;;;;;
301040;ASS MISSIONARIAS DE SANTISSIMA TRINDADE;62197413000165;Avenida;JOSÉ JOAQUIM SEABRA;1282  ;1300;JARDIM IVANA;5364000;JOSE PEDRO DE LIMA;40;;;CREDENCIADA;;;;;;;;
301041;O GUARANI;74635020000175;Rua;JACINTHO PEREIRA;100   ;;PARQUE PANAMERICANO;2992130;;53;2016-10-19 00:00:00.000;;CREDENCIADA;;;;;;;;
301042;ASS COMUNITARIA NOVA ESPERANCA;03990427000172;Rua;HONORATO DAS NEVES;251   ;;JARDIM CAROMBÉ;2855160;JUCELINO JOSE JARDIM;61;2016-10-17 00:00:00.000;;CREDENCIADA;;;;;;;;
301044;ASS BENEFICENTE CORACAO DE LEAO;11098273000137;Avenida;DEPUTADO CANTÍDIO SAMPAIO;7000  ;;VILA ANA ROSA;2857000;MICHELE FERREIRA DE SOUZA MELO;77;2019-10-18 00:00:00.000;;CREDENCIADA;;;;;;;;
301045;ASSOCIAÇÃO EDUCACIONAL JUVENIL E INFANTIL SANTO EXPEDITO;12670637000174;Rua;CAPELA DE SANTANA;296   ;302;JARDIM MARISA;5108000;LUIS ANTHERO RUGONI PELOSO;45;2016-10-19 00:00:00.000;;CREDENCIADA;;;;;;;;
301046;ASS JOVENS DO FUTURO;05960559000187;Rua;PROFESSORA MARLI FERRAZ DE ARRUDA;178   ;;VILA ROSCHEL;4891040;VERA LUCIA LOPES;;;;CREDENCIADA;;;;;;;;
301047;ASS ESCOLA LIVRE DE ACAO E CIDADANIA ELAC;08258200000150;Rua;JOÃO DOMINGOS VIEIRA;314   ;;JARDIM GUARANI;2849030;MARLENE OLIVEIRA SOUZA;74;2016-10-21 00:00:00.000;;CREDENCIADA;;;;;;;;
301048;ASS DOS MORADORES DA VILA NOVA ESPERANCA DE PIRITUBA;04431682000148;Rua;MANUEL BICUDO DE AGUIRRE;1     ;;VILA JAGUARI;5162120;EVAN DE MATOS DE CERQUEIRA;62;2016-08-30 00:00:00.000;;CREDENCIADA;;;;;;;;
301049;ASSOCIAÇÃO HABITACIONAL MORADA DO SOL;03877608000197;Rua;PALMEIRÓPOLIS;117   ;;JARDIM MONTE BELO;5272005;GEAN ELMO FERREIRA DA SILVA;73;2019-10-24 00:00:00.000;;CREDENCIADA;;;;;;;;
301050;ASSOCIACAO BENEFICENTE BRACOS FORTES;04223883000150;Rua;DEZERAT;95    ;;JARDIM COTINHA;3888030;ROSANGELA CREPALDI DOS SANTOS;;;;CREDENCIADA;;;;;;;;
301052;CRIANCA E A ESPERANCA;06043516000108;Rua;ENGENHEIRO ERNANI COTRIN;20    ;;VILA PRINCESA ISABEL;8410450;;;;;CREDENCIADA;;;;;;;;
301054;OBRA SOCIAL DA PAROQUIA CRISTO RESSUSCITADO;16607809000116;Avenida;CAMPANELLA;814   ;;ITAQUERA;8220831;;;;;CREDENCIADA;;;;;;;;
301055;ASS BENEFICENTE CAMARGO NOVO E ADJACENCIAS;48944615000100;Avenida;CANAL DE TUTÓIA;12    ;A;JARDIM CAMARGO NOVO;8121220;LUIZ CARMO ISRAEL;44;2016-10-25 00:00:00.000;;CREDENCIADA;;;;;;;;
301056;ASS COMUNITARIA ESTRELA DA MANHA;09610883000126;Rua;MANOEL VENDIME;59    ;;CHÁCARA MAFALDA;3373073;;91;2016-11-14 00:00:00.000;;CREDENCIADA;;;;;;;;
301057;ASS SAO PAULO DIFERENCIADO;09407781000108;Rua;DONA MATILDE;445   ;;VILA MATILDE;3512000;;;;;CREDENCIADA;;;;;;;;
301058;ANA ROSA ORGANIZACAO SOCIAL VILA INGLESA;10521786000146;Avenida;CELSO DOS SANTOS;1008  ;;VILA CONSTANÇA;4658241;;;;;CREDENCIADA;;;;;;;;
301059;ASS EDUCACIONAL E ESPORTIVA NASCIMENTO;11652327000164;Rua;MOE;172   ;;VILA RÉ;3660040;;94;2016-11-14 00:00:00.000;;CREDENCIADA;;;;;;;;
301061;ASS VIDA PLENA DO JARDIM MORENO;15562764000148;Rua;DOMINGOS ACHEGA;1     ;;JARDIM MORENO;8431020;;;;;CREDENCIADA;;;;;;;;
301062;ASS BENEFICENTE DOCE LAR;03378311000187;Rua;FRANCISCO MACHADO CRUZ;58    ;;CONJUNTO RESIDENCIAL PRESTES MAIA;8490120;PETER JORGE SORRENTINO DA SILVA;;;;CREDENCIADA;;;;;;;;
301064;ASS CASA GIRASSOL DESENVOLV E CULTURA DA CRIANCA E ADOLESC;04444175000149;Rua;ELIEZER JOSÉ DE MACEDO;26    ;;PARQUE CISPER;3817050;;234;2019-11-14 00:00:00.000;;CREDENCIADA;;;;;;;;
301065;ASS NOVO IDEAL;17013256000136;Avenida;CELSO GARCIA;5885  ;;BRÁS;3015000;MERCIA GROSSI PACHECO FALCÃO;231;;;CREDENCIADA;;;;;;;;
301066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;97334676000153;Rua;FRUTA-DO-PARAÍSO;6     ;A;VILA JACUÍ;8050050;;237;2019-11-19 00:00:00.000;;CREDENCIADA;;;;;;;;
301067;ASS DE MULHERES FLOR DE LIS;00327664000160;Ponte;DO GUARAPIRANGA;27    ;;VILA SOCORRO;4762050;JOSE LUCIANO PINTO;49;2016-11-19 00:00:00.000;;CREDENCIADA;;;;;;;;
301069;ASS DOS IDOSOS DE SAPOPEMBA PRO MORAR I E II;03974363000116;Rua;AUGUSTO CORREA LEITE;879   ;;ENGENHEIRO GOULART;3726100;;81;2016-11-04 00:00:00.000;;CREDENCIADA;;;;;;;;
301070;CENTRO PROFISSIONALIZANTE EDUCACIONAL SOCIAL CAPES;06346995000204;Rua;MARIA LUÍSA DE PINHO;30    ;;PARQUE DA MOOCA;3124090;;85;2013-11-05 00:00:00.000;;CREDENCIADA;;;;;;;;
301071;CENTRO EDUCACIONAL BAKARAT;57864167000118;Rua;MIGUEL RACHID;311   ;;VILA PARANAGUÁ;3808130;;;;;CREDENCIADA;;;;;;;;
301072;GREMIO RECREATIVO ESCOLA DE SAMBA COLORADO DO BRAS;57864167000118;Avenida;CARLOS DE CAMPOS;935   ;;PARI;3028001;;79;2016-11-04 00:00:00.000;;CREDENCIADA;;;;;;;;
301073;INSTITUTO ASSISTENCIAL HEFZIBA;02165161000160;Rua;FRIEDRICH VON VOITH;1800  ;;JARDIM SÃO JOÃO (JARAGUÁ);2995000;;72;2016-11-30 00:00:00.000;;CREDENCIADA;;;;;;;;
301074;INSTITUTO GARRA;17344713000175;Avenida;FELIPE CARRILLO PUERTO;18    ;;JARDIM IAE;5890000;;;;;CREDENCIADA;;;;;;;;
301075;ASS MULHERES E CRIANCAS DO JARDIM BANDEIRANTES;00397537000137;Rua;PACHECO ARANHA;156   ;;LAJEADO;8451410;MASSAYUKI NUNES KANASHIRO;;2016-12-05 00:00:00.000;;CREDENCIADA;;;;;;;;
301079;ASS DE APOIO A INFANCIA E ADOLESC NOSSA TURMA;04590929000179;Avenida;DOUTOR GASTÃO VIDIGAL;1946  ;;VILA LEOPOLDINA;5314000;MANOEL DA SILVA FILHO;74;2016-12-06 00:00:00.000;;CREDENCIADA;;;;;;;;
301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;09308607000108;Rua;RAIMUNDO DE PAULO FREITAS;428   ;CASA 04;JARDIM ROBRU;8150260;MARISILDA MILANESE;89;2019-11-08 00:00:00.000;;CREDENCIADA;;;;;;;;
301081;ASS FAMILIA NOVA ALIANCA;17524405000121;Praça;EROTIDES DE CAMPOS;93    ;;JARDIM BRASIL (ZONA NORTE);2227310;DAVID VIEIRA DOS SANTOS;222;;;CREDENCIADA;;;;;;;;
301082;INSTITUTO MAGDALENA NAVARRO;19046692000137;Rua;PIMPINELA;18    ;;JARDIM DONÁRIA;2991150;ANTONIO CARLOS NAVARRO DOS SANTOS;;;;CREDENCIADA;;;;;;;;
301083;CRECHE SAO MATHEUS;58803123000140;Avenida;RODRIGUES MONTEMOR;755   ;SALA 01;CIDADE DOMITILA;4387002;;;;;CREDENCIADA;;;;;;;;
301084;SOLAR DOS UNIDOS ASS COMUNITARIA;51250124000166;Rua;PIAGA;249   ;;JARDIM LEÔNIDAS MOREIRA;5792090;;;;;CREDENCIADA;;;;;;;;
301085;ASS 3-2-1 VAMOS;01288468000196;Rua;CAPITÃO RANGEL;323   ;;VILA SÃO GERALDO;3607100;;114;2016-12-16 00:00:00.000;;CREDENCIADA;;;;;;;;
301087;ASS CLUBE DE MAES FLOR AZUL;00177316000153;Rua;JRDIM DAS MARGARIDAS;380   ;;VILA BUENOS AIRES;3737000;;16;2016-12-16 00:00:00.000;;CREDENCIADA;;;;;;;;
301088;ASS MULHERES DE TAIPAS;00688001000170;Rua;ANTÔNIO DA SILVA LEITE;360   ;;VILA NOVA PARADA;2883070;MARCIA CRISTINA SANTOS ARRUDA MARINHO;;;;CREDENCIADA;;;;;;;;
301092;INSTITUTO ALMA MATER;13292716000151;Rua;JOÃO DE SANTA MARIA;184   ;;VILA BRASILINA;4158070;CIDELENE APARECIDA BARROS COCCO;3;2017-01-16 00:00:00.000;;CREDENCIADA;;;;;;;;
301093;ASS GENTE INOCENTE;04353412000166;Rua;BARROCO;113   ;;JARDIM DO TIRO;2842120;VILMA QUIRINO PINHEIRO;1;2017-01-13 00:00:00.000;;CREDENCIADA;;;;;;;;
301095;ASSOCIAÇÃO BENEFICENTE CAMINHO SUAVE;09018299000186;Avenida;DO CURSINO;1812  ;CJ 03;SAÚDE;4132001;;2;2017-01-15 00:00:00.000;;CREDENCIADA;;;;;;;;
301096;ASS GUIADOS PELA FE;01346003000144;Rua;TUCUNDUVA;154   ;;VILA SÃO VICENTE;2733100;HELCIO FABRO;86;2017-01-06 00:00:00.000;;CREDENCIADA;;;;;;;;
301098;ASS E CENTRO DE APOIO SOCIAL E EDUC PARAISO INFANTIL ACASEPI;15477758000192;Rua;ROBERTO DE ALMEIDA;180   ;;JARDIM NOSSA SENHORA DO CARMO;8275110;;690;2016-12-27 00:00:00.000;;CREDENCIADA;;;;;;;;
301099;ASS EDUCACIONAL E ASSISTENCIAL PAZ E FRATERNIDADE;01408478000118;Rua;AUGUSTO CAVALCANTI;15    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8253110;;;;;CREDENCIADA;;;;;;;;
