Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;CNPJ;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Convênio
1236;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.211.303-6;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.417;CEI INDIR - MARGARIDA MARIA ALVES;139;42;83.611,38;;;09/03/2017;08/09/2019;Aprovado;09/09/2014;09/03/2017;02/06/2017 11:24;22/09/2014
199;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.151.174-5;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.417;CEI INDIR - MARGARIDA MARIA ALVES;156;62;80.900,00;;;09/03/2012;08/09/2014;Encerrado;09/09/2009;09/03/2012;09/01/2015 14:38;04/04/2014
1890;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.178-4;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.735;CEI INDIR - MARIA ANTONIETA DE CASTRO;177;57;102.828,42;;;01/07/2015;31/12/2017;Aprovado;01/07/2015;01/07/2015;05/07/2016 11:35;22/04/2015
200;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.146.954-9;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.735;CEI INDIR - MARIA ANTONIETA DE CASTRO;177;57;93.279,00;;;18/02/2013;17/08/2015;Encerrado;18/08/2010;18/02/2013;07/08/2015 15:31;04/04/2014
4854;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.248.429-1;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.636;CEI INDIR - MINA;130;30;77.197,50;;;01/02/2017;31/07/2019;Aprovado;02/12/2016;;01/09/2017 08:02;08/12/2016
112;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.318.127-7;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.636;CEI INDIR - MINA;130;30;77.197,50;;;01/08/2014;31/01/2017;Encerrado;01/02/2012;31/07/2014;08/02/2017 17:30;28/03/2014
452;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.085.832-8;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.709;CEI INDIR - NORA AULER DE ARRUDA BOTELHO;178;69;105.892,86;;;14/11/2016;13/05/2019;Aprovado;14/05/2014;14/05/2014;20/03/2017 17:16;03/06/2014
3788;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.205.772-5;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400.718;CEI INDIR - NOVE DE JULHO;105;35;67.326,95;;;23/11/2016;22/05/2019;Aprovado;10/11/2016;10/11/2016;28/08/2017 09:32;14/09/2016
115;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.312.399-4;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400.718;CEI INDIR - NOVE DE JULHO;102;35;62.236,22;;;23/05/2014;22/11/2016;Encerrado;23/11/2011;04/02/2016;09/03/2017 14:12;28/03/2014
1309;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.252.453-2;300298;CENTRO DE APOIO E DESENVOLVIMENTO SOCIAL;05.083.090/0001-45;400.568;CEI INDIR - OFICINA DA CRIANCA;70;;42.961,60;;;09/04/2017;08/10/2019;Aprovado;09/10/2014;09/04/2017;28/04/2017 08:19;09/12/2014
204;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.153.986-0;300298;CENTRO DE APOIO E DESENVOLVIMENTO SOCIAL;05.083.090/0001-45;400.568;CEI INDIR - OFICINA DA CRIANCA;70;;36.940,00;;;09/04/2012;08/10/2014;Encerrado;09/10/2009;09/04/2012;09/01/2015 14:39;04/04/2014
1847;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.087.966-1;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;400.459;CEI INDIR - PACOMIO MAAS, PE.;165;48;95.819,94;;;01/07/2015;31/12/2017;Aprovado;10/06/2015;04/02/2016;28/08/2017 07:40;10/04/2015
211;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.437-5;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;400.459;CEI INDIR - PACOMIO MAAS, PE.;162;66;83.760,00;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;02/02/2015;06/07/2015 14:29;04/04/2014
1906;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.174-1;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.369;CEI INDIR - PEDRO BALINT, PE;127;43;78.807,70;;;01/07/2015;31/12/2017;Aprovado;25/06/2015;11/10/2016;26/09/2017 15:45;05/05/2015
210;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.152-0;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.369;CEI INDIR - PEDRO BALINT, PE;131;43;68.575,00;;;01/01/2013;30/06/2015;Encerrado;10/06/2010;02/02/2015;01/07/2015 10:19;04/04/2014
2373;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.264.027-5;300188;ASS GRUPO MISSAO DIVINA;02.291.905/0001-93;400.661;CEI INDIR - PEQUENO MUNDO I;80;18;51.861,44;;;17/12/2015;16/06/2018;Aprovado;17/12/2015;17/12/2015;17/02/2017 11:12;28/10/2015
126;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.220.671-7;300188;ASS GRUPO MISSAO DIVINA;02.291.905/0001-93;400.661;CEI INDIR - PEQUENO MUNDO I;80;30;49.445,20;;;01/09/2013;29/02/2016;Encerrado;30/08/2013;02/02/2015;15/03/2016 14:25;28/03/2014
173;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.627-9;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400.319;CEI INDIR - PEQUENO MUNDO II, CEI;181;78;81.176,00;;;01/07/2010;31/12/2012;Encerrado;28/06/2010;12/01/2012;09/01/2015 14:36;03/04/2014
2259;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.264.031-3;300188;ASS GRUPO MISSAO DIVINA;02.291.905/0001-93;400.322;CEI INDIR - PONTE PEQUENA;168;69;101.706,06;;;01/11/2015;30/04/2018;Aprovado;29/10/2015;;16/12/2016 18:44;05/10/2015
125;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.123.000-7;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400.322;CEI INDIR - PONTE PEQUENA;168;69;92.260,80;;;24/07/2015;23/01/2018;Encerrado;01/03/2013;24/07/2015;04/11/2015 09:05;28/03/2014
1807;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.075.415-0;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400.420;CEI INDIR - RAPHAELA CAPELLANO DIAS;140;82;92.849,26;;;01/07/2015;31/12/2017;Aprovado;13/05/2015;;28/06/2017 08:54;01/04/2015
212;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.899-9;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400.420;CEI INDIR - RAPHAELA CAPELLANO DIAS;140;82;78.640,00;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;26/12/2012;01/07/2015 10:23;04/04/2014
1893;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.166-0;300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43.633.288/0001-44;400.393;CEI INDIR - RUY AMARAL MELLO, CON;149;57;91.105,38;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;04/02/2016;28/08/2017 07:30;23/04/2015
214;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.205-4;300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43.633.288/0001-44;400.393;CEI INDIR - RUY AMARAL MELLO, CON;135;42;69.840,00;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;05/08/2015 13:38;04/04/2014
2274;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.267.512-5;800017;UNIÃO SOCIAL CAMILIANA;58.250.689/0001-92;400.621;CEI INDIR - SAO SAVERIO;171;48;98.332,02;;;01/11/2015;30/04/2018;Aprovado;29/10/2015;14/02/2017;06/03/2017 18:16;09/10/2015
121;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.338.060-1;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400.621;CEI INDIR - SAO SAVERIO;188;66;109.418,22;;;01/08/2014;31/01/2017;Encerrado;21/12/2011;31/07/2014;04/11/2015 14:54;28/03/2014
2335;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.278.394-7;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.702;CEI INDIR - SIMONE AGNALDA FERREIRA;175;46;99.565,78;;;04/02/2016;03/08/2018;Aprovado;04/02/2016;11/10/2016;31/08/2017 15:53;21/10/2015
296;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.346.372-6;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.702;CEI INDIR - SIMONE AGNALDA FERREIRA;176;55;92.499,20;;;10/09/2013;09/03/2016;Encerrado;10/03/2011;09/09/2013;03/03/2016 13:33;29/05/2014
1417;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.207.110-4;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400.570;CEI INDIR - SONHO DE CRIANCA, C.E.I.;160;65;97.474,70;;;22/03/2017;21/09/2019;Aprovado;22/09/2014;22/03/2017;05/06/2017 09:35;15/12/2014
119;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.180.181-6;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400.570;CEI INDIR - SONHO DE CRIANCA, C.E.I.;182;82;93.760,00;;;22/03/2012;21/09/2014;Encerrado;22/03/2012;08/02/2013;09/01/2015 14:40;28/03/2014
2299;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.267.514-1;800017;UNIÃO SOCIAL CAMILIANA;58.250.689/0001-92;400.367;CEI INDIR - VILA CARIOCA;185;49;104.414,02;;;01/11/2015;30/04/2018;Aprovado;29/10/2015;10/03/2017;10/03/2017 17:27;14/10/2015
116;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.065-6;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400.367;CEI INDIR - VILA CARIOCA;189;72;94.530,00;;;01/09/2015;31/03/2018;Encerrado;01/03/2013;26/06/2015;04/11/2015 15:05;28/03/2014
4855;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.242.870-7;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.625;CEI INDIR - ZEZINHO;174;54;100.910,94;;;01/02/2017;31/07/2019;Aprovado;02/12/2016;;14/12/2016 10:37;08/12/2016
117;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.316.042-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.625;CEI INDIR - ZEZINHO;174;54;100.910,94;;;01/08/2014;31/01/2017;Encerrado;19/12/2011;28/01/2015;09/03/2017 14:22;28/03/2014
1885;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.206-0;300561;SOCIEDADE INSTRUCAO E SOCORROS;61.015.129/0001-68;306.418;CENTRO EDUCACIONALAGOSTINIANO PADRE MARIANO;253;82;140.160,10;;;01/07/2015;31/12/2017;Aprovado;01/07/2015;14/07/2016;06/07/2017 15:38;17/04/2015
2720;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.142.063-0;800002;INSTITUTO APOIAR PARA VIDA;55.295.141/0001-70;;CLUBE DAS LETRINHAS II;160;111;0;11.000,00;7.167,20;;;Reprovado;;;14/09/2017 16:04;27/06/2016
1806;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.199-3;300006;ABC ASS BENEFICENTE COMUNITARIA NOVO MUNDO;66.058.942/0001-39;306.465;CR.P.CONV - ABC NOVO MUNDO;92;18;49.348,00;;;01/07/2015;31/12/2017;Encerrado;10/06/2015;;06/04/2017 09:41;01/04/2015
86;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.109.557-6;300006;ABC ASS BENEFICENTE COMUNITARIA NOVO MUNDO;66.058.942/0001-39;306.465;CR.P.CONV - ABC NOVO MUNDO;92;18;49.348,00;;;01/01/2012;30/06/2015;Encerrado;14/06/2010;20/12/2012;01/07/2015 10:27;25/03/2014
1935;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.123.118-5;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;306.946;CR.P.CONV - ABRACAR;113;41;72.269,11;9.675,00;1.048,43;29/05/2015;28/11/2017;Aprovado;29/05/2015;29/05/2015;11/08/2017 18:48;20/05/2015
198;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.118.645-3;300609;ASS JUVENIL E INFANTIL - ASS ABRACAR;08.560.803/0001-02;306.946;CR.P.CONV - ABRACAR;75;39;49.008,60;5.200,00;598,41;20/06/2013;19/12/2015;Encerrado;07/06/2013;;29/06/2015 13:44;04/04/2014
2056;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.131.573-7;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;306.681;CR.P.CONV - ACONCHEGO;89;32;59.386,24;7.369,90;1.983,08;24/07/2015;23/01/2018;Aprovado;24/07/2015;12/07/2017;29/08/2017 09:51;04/08/2015
133;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.215.503-3;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;306.681;CR.P.CONV - ACONCHEGO;89;32;53.871,08;7.808,68;1.086,60;04/04/2013;03/10/2015;Encerrado;04/10/2010;27/01/2015;04/08/2015 15:27;01/04/2014
3786;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.205.219-7;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;307.066;CR.P.CONV - ACONCHEGO II;85;36;58.295,68;7.820,79;2.201,26;29/09/2016;28/03/2019;Aprovado;29/09/2016;13/06/2017;11/09/2017 15:20;13/09/2016
89;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.378.611-3;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;307.066;CR.P.CONV - ACONCHEGO II;90;37;57.530,50;9.346,49;1.206,14;19/02/2014;18/08/2016;Encerrado;18/02/2014;18/02/2014;22/09/2016 13:09;25/03/2014
1866;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.458-1;300033;ASS COMUNITARIA JARDIM INDEPENDENCIA;53.755.799/0001-92;306.466;CR.P.CONV - ACORDE;112;18;66.745,66;;;01/07/2015;31/12/2017;Aprovado;16/06/2015;;10/01/2017 07:34;14/04/2015
91;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.471-5;300033;ASS COMUNITARIA JARDIM INDEPENDENCIA;53.755.799/0001-92;306.466;CR.P.CONV - ACORDE;112;18;57.128,00;;;01/01/2013;30/06/2015;Encerrado;25/06/2010;28/12/2012;29/07/2015 10:41;25/03/2014
1909;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.662-3;300081;ASS BENEFICENTE FEMININA SIRIO LIBANESA;43.654.110/0001-80;306.452;CR.P.CONV - ADELIA CURI;98;27;62.396,24;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;;29/08/2017 09:47;05/05/2015
134;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.449-9;300081;ASS BENEFICENTE FEMININA SIRIO LIBANESA;43.654.110/0001-80;306.452;CR.P.CONV - ADELIA CURI;98;27;53.257,00;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;28/12/2012;08/07/2015 11:58;01/04/2014
20170017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.084.765-4;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306.453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;180;64;0;;;;;Encerrado;23/12/2016;;20/02/2017 14:45;10/02/2017
1843;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.084.765-4;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306.453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;180;64;105.627,82;;;01/07/2015;31/12/2017;Aprovado;08/06/2015;23/12/2016;26/09/2017 16:17;07/04/2015
142;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.267-5;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306.453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;177;63;88.635,00;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;30/01/2015;01/07/2015 10:30;01/04/2014
1855;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.091.279-0;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;306.464;CR.P.CONV - ANTONIO CARLOS DIGILIO;260;90;144.854,70;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;04/02/2016;29/08/2017 11:27;13/04/2015
135;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.346-8;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;306.464;CR.P.CONV - ANTONIO CARLOS DIGILIO;280;130;137.440,00;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;19/02/2014;06/07/2015 14:23;01/04/2014
282;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.055.149-4;300407;CRECHE BARONEZA DE LIMEIRA;62.743.760/0001-46;306.574;CR.P.CONV - BARONESA DE LIMEIRA;700;59;322.239,02;;;16/04/2014;16/10/2017;Aprovado;16/04/2014;16/04/2014;19/06/2017 11:56;28/05/2014
1883;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.092.420-9;300668;ASSOCIAÇÃO CRISTA FEMININA DE SAO PAULO;62.526.256/0001-94;306.405;CR.P.CONV - BELA VISTA, C.I.;50;9;33.676,32;;;01/07/2015;31/12/2017;Aprovado;24/06/2015;25/10/2016;25/10/2016 11:57;16/04/2015
138;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.314-0;300668;ASSOCIAÇÃO CRISTA FEMININA DE SAO PAULO;62.526.256/0001-94;306.405;CR.P.CONV - BELA VISTA, C.I.;50;18;30.400,00;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;01/07/2015 10:04;01/04/2014
322017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.090.618-2;301092;INSTITUTO ALMA MATER;13.292.716/0001-51;308.212;CR.P.CONV - BEM ME QUER JARDIM DA SAUDE;70;27;48.914,56;4.897,76;883,69;10/06/2017;09/06/2022;Aprovado;09/06/2017;;11/09/2017 15:21;27/06/2017
1268;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.146.132-4;301092;INSTITUTO ALMA MATER;13.292.716/0001-51;308.212;CR.P.CONV - BEM ME QUER JARDIM DA SAUDE;70;27;48.914,56;5.441,96;883,69;10/12/2014;09/06/2017;Encerrado;10/12/2014;10/12/2014;27/06/2017 10:28;27/11/2014
1867;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.092.419-5;300598;UNIAO BRASILEIRO ISRAELITA DO BEM ESTAR SOCIAL;60.978.723/0001-91;306.397;CR.P.CONV - BETTY LAFER;200;;99.890,70;;;01/07/2015;31/12/2017;Aprovado;01/06/2015;;16/11/2016 10:24;14/04/2015
140;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.900-6;300598;UNIAO BRASILEIRO ISRAELITA DO BEM ESTAR SOCIAL;60.978.723/0001-91;306.397;CR.P.CONV - BETTY LAFER;200;;85.890,00;;;01/01/2013;30/06/2015;Encerrado;14/06/2010;28/12/2012;01/07/2015 10:33;01/04/2014
147;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.044-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306.398;CR.P.CONV - BRASILIA LACERDA ARRUDA BOTELHO;155;64;80.890,00;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;17/12/2012;01/07/2015 10:44;01/04/2014
1841;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.071.166-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306.398;CR.P.CONV - BRAZILIA LACERDA ARRUDA BOTELHO;155;64;95.160,82;;;01/07/2015;31/12/2017;Aprovado;15/06/2015;15/06/2015;04/07/2016 17:20;06/04/2015
1304;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.288.271-4;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;308.003;CR.P.CONV - BRINCARTE;140;55;86.896,30;12.720,00;;30/04/2017;29/10/2019;Aprovado;29/10/2014;08/06/2017;11/08/2017 18:42;05/12/2014
71;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.220.182-0;300607;ASS EDUCACIONAL JUVENIL E INFANTIL;08.296.646/0001-70;308.003;CR.P.CONV - BRINCARTE;182;98;103.378,00;13.800,00;5;08/10/2013;07/04/2016;Encerrado;08/10/2013;03/02/2014;05/12/2014 14:15;24/03/2014
3775;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.139.610-0;301066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;97.334.676/0001-53;306.465;CR.P.CONV - CAMPO BELO;92;18;57.697,46;5.316,48;;01/09/2016;28/02/2019;Aprovado;01/09/2016;;19/05/2017 11:30;29/08/2016
2415;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.294.395-2;300671;ASS DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;306.454;CR.P.CONV - CASA DA CRIANCA DE V MARIANA;130;50;81.607,10;;;24/11/2015;23/05/2018;Aprovado;24/11/2015;27/09/2016;18/09/2017 16:55;10/11/2015
1839;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.201-4;300108;ASS CONGREGACAO DE SANTA CATARINA;60.922.168/0001-86;306.454;CR.P.CONV - CASA DA CRIANCA DE V MARIANA;117;57;65.898,00;;;28/05/2015;27/11/2017;Encerrado;21/05/2015;;24/02/2016 11:19;06/04/2015
155;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.109.458-8;300108;ASS CONGREGACAO DE SANTA CATARINA;60.922.168/0001-86;306.454;CR.P.CONV - CASA DA CRIANCA DE V MARIANA;117;57;65.898,00;;;28/11/2012;27/05/2015;Encerrado;28/05/2010;19/11/2014;09/06/2015 08:13;03/04/2014
1737;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.217-5;300465;FUNDACAO PAULISTA DE ASSISTENCIA A INFANCIA;62.081.138/0001-10;306.402;CR.P.CONV - CASA DOM GASTAO;160;;83.143,50;;;01/07/2015;31/12/2017;Aprovado;21/05/2015;;27/09/2017 09:04;25/03/2015
281;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.482-0;300465;FUNDACAO PAULISTA DE ASSISTENCIA A INFANCIA;62.081.138/0001-10;306.402;CR.P.CONV - CASA DOM GASTAO;160;;71.490,00;;;01/01/2013;30/06/2015;Encerrado;17/06/2010;28/12/2010;01/07/2015 10:48;28/05/2014
93;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.062.837-1;300409;CRECHE CATARINA LABOURE;62.959.333/0001-08;306.305;CR.P.CONV - CATARINA LABOURE;186;54;105.935,10;;;23/07/2015;22/01/2018;Aprovado;27/05/2013;04/02/2016;19/06/2017 15:20;25/03/2014
1805;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.457-3;300190;ASSOCIACAO PARA A SAUDE - NUCLEO SALUS PAULISTA;71.732.960/0001-94;306.451;CR.P.CONV - CENT RECUP EDUC NUTRICIONAL I - CREN;63;23;44.580,80;;;01/07/2015;31/12/2017;Aprovado;16/06/2015;;21/09/2017 18:39;01/04/2015
156;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.233-0;300190;ASSOCIACAO PARA A SAUDE - NUCLEO SALUS PAULISTA;71.732.960/0001-94;306.451;CR.P.CONV - CENT RECUP EDUC NUTRICIONAL I - CREN;61;23;37.149,00;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;03/07/2015 08:38;03/04/2014
2268;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.264.035-6;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306.540;CR.P.CONV - CENTRO SOCIAL DA CRIANCA;109;23;66.490,83;;;17/12/2015;16/06/2018;Aprovado;17/12/2015;;12/07/2017 10:37;07/10/2015
129;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.155.568-8;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306.540;CR.P.CONV - CENTRO SOCIAL DA CRIANCA;109;23;60.316,00;;;19/08/2013;18/02/2016;Encerrado;19/08/2013;;04/03/2016 15:47;31/03/2014
1856;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.091.264-2;300216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;03.601.723/0001-34;306.406;CR.P.CONV - CLARET;121;48;77.398,02;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;18/11/2016;12/06/2017 08:17;13/04/2015
