Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento
2364;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.286.173-5;800.108;ASSOCIAÇÃO RECANTO VERDE;308.501;CR.P.CONV - BIANCA BABY;70;9;42.402,30;6.000,00;;09/12/2015;08/06/2018;Aprovado;09/12/2015;09/12/2015
2350;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.261.155-0;300.955;ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA;308.018;CR.P.CONV - CAMINHANDO PARA O FUTURO;132;46;76.946,68;5.593,97;8.920,50;11/11/2015;10/05/2018;Aprovado;11/11/2015;01/02/2016
2112;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.177.459-6;300.955;ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA;308.329;CR.P.CONV - CAMINHANDO PARA O FUTURO II;70;;40.530,30;;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2495;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.316.855-3;301.090;INSTITUICAO ASS PLANTANDO CULTURA;308.547;CR.P.CONV - CAMINHO CERTO II;250;115;137.907,50;25.000,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;05/05/2016
1381;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.006.186-8;300.592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;306.326;CR.P.CONV - CANTINHO FELIZ, BENEF;233;66;121.000,67;13.000,00;;01/08/2014;31/07/2017;Aprovado;27/01/2012;27/01/2016
1386;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.826-7;300.435;LAR BATISTA DE CRIANCAS;306.327;CR.P.CONV - CASA BATISTA DA AMIZADE;80;;45.182,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1428;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.818-6;300.312;CENTRO COMUNITARIO JOAO PAULO I;306.328;CR.P.CONV - CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI;59;;35.280,23;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;24/06/2015
2716;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2016-0.124.892-6;800.116;ASSOCIAÇÃO COMUNITARIA ANTONIO BENTO COSTA;308.694;CR.P.CONV - CRESCER E APRENDER;136;39;77.070,64;11.000,00;11.130,87;21/07/2016;20/01/2019;Aprovado;21/07/2016;
2110;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.183.674-5;800.068;CASA DE CARIDADE VOVÓ ROSÁLIA E CABOCLA CECY;308.318;CR.P.CONV - DOCE INFANCIA;111;27;64.413,51;10.000,00;811,06;24/07/2015;23/01/2018;Aprovado;24/07/2015;04/04/2016
2327;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.267.769-1;300.215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;307.014;CR.P.CONV - EDUCADOR PAULO FREIRE;385;79;183.743,15;28.480,13;;06/11/2015;05/05/2018;Aprovado;06/11/2015;06/11/2015
2165;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.126.904-2;301.107;ASSOCIACAO BENEFICENTE EDUCARTE;308.011;CR.P.CONV - EDUCARTE I;102;27;60.572,22;3.000,00;140,7;21/05/2015;20/11/2017;Aprovado;21/05/2015;26/01/2016
2125;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.181.816-0;300.133;ASS DE AMIGOS EM PROL DA EDUCACAO INFANTIL;308.332;CR.P.CONV - ESTRELA GUIA;80;43;54.126,40;4.500,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
1458;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2013-0.363.160-8;301.081;ASS FAMILIA NOVA ALIANCA;308.045;CR.P.CONV - FAMILIA NOVA ALIANCA;202;85;112.707,98;9.067,83;17.351,70;27/07/2016;26/01/2019;Aprovado;27/01/2014;27/07/2016
2126;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.179.948-3;301.081;ASS FAMILIA NOVA ALIANCA;308.320;CR.P.CONV - FAMILIA NOVA ALIANCA II;98;27;58.864,98;1.000,00;215,77;24/07/2015;23/01/2018;Aprovado;24/07/2015;01/02/2016
2402;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.187.205-9;301.081;ASS FAMILIA NOVA ALIANCA;308.336;CR.P.CONV - FAMILIA NOVA ALIANCA III;210;87;116.283,90;16.500,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;28/10/2015
1400;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2013-0.068.312-7;300.282;CENTRO DE EDUCACAO INFANTIL FILADELFIA;306.443;CR.P.CONV - FILADELFIA;64;18;41.483,04;;;22/10/2015;21/04/2018;Aprovado;22/04/2013;23/07/2015
1401;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.015.196-4;300.673;ASSOCIAÇÃO SEARA NORTE;307.805;CR.P.CONV - GIGI TOMAZELLI WIAZOWSKI;189;66;103.621,11;15.500,00;;20/12/2014;19/06/2017;Aprovado;20/06/2014;30/10/2014
1398;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.856-9;300.271;ASS OBRAS SOCIAIS SANTA CRUZ;306.442;CR.P.CONV - GUANELLA, DOM;213;62;112.268,87;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1404;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.787-2;300.341;CENTRO COMUNITARIO SANTA INES - CECOSI;306.444;CR.P.CONV - JOAO PAULO II;92;18;54.432,12;;;01/07/2014;31/12/2017;Aprovado;28/12/2012;24/06/2015
2422;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.301.850-0;800.109;CENTRO DE EDUCAÇÃO INFANTIL JOSEPHINA SANTOS MAIA;308.480;CR.P.CONV - JOSEPHINA SANTOS MAIA;140;62;83.434,60;12.729,60;468;07/12/2015;06/06/2018;Aprovado;07/12/2015;26/09/2016
1882;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.076.744-8;300.435;LAR BATISTA DE CRIANCAS;307.719;CR.P.CONV - LAR BATISTA DE CRIANCAS;72;30;47.700,72;2.185,50;154,46;06/04/2015;05/10/2017;Aprovado;06/04/2015;
2156;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.095.281-4;300.428;CRUZADA PRO INFANCIA;306.445;CR.P.CONV - LAR BIBI MONTEIRO;415;63;192.264,85;;;01/07/2015;31/12/2017;Aprovado;23/06/2015;
2417;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.295.170-0;800.073;INSTITUTO LAR DOS ANJOS;308.559;CR.P.CONV - LAR DOS ANJOS;145;145;102.673,55;17.000,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;06/09/2016
2494;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.317.334-4;800.073;INSTITUTO LAR DOS ANJOS;308.557;CR.P.CONV - LAR DOS ANJOS II;126;37;72.704,74;16.000,00;5.673,40;18/12/2015;17/06/2018;Aprovado;18/12/2015;27/07/2016
1653;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.773-2;300.240;ASS MUTIRAO DO POBRE;306.446;CR.P.CONV - LAR PARAISO DAS CRIANCAS;62;;36.808,62;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;23/06/2015
1430;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.835-6;300.296;CENTRO SOCIAL LAUZANE PAULISTA;306.441;CR.P.CONV - LAUZANE PAULISTA, CENTRO SOCIAL;117;;61.358,37;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;24/06/2015
1815;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.782-1;300.317;CENTRO SOCIAL LEAO XIII;306.332;CR.P.CONV - LEAO XIII;156;59;89.130,44;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;14/01/2016
1423;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.797-0;300.350;CENTRO DE PROMOCAO SOCIAL CONEGO LUIZ BIASI;306.329;CR.P.CONV - LUIZ BIASI, CON;220;;102.137,80;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;27/01/2016
2108;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.147.901-2;301.107;ASSOCIACAO BENEFICENTE EDUCARTE;308.335;CR.P.CONV - LUZ DO SABER;98;22;57.824,98;3.000,00;58,05;02/07/2015;01/01/2018;Aprovado;02/07/2015;26/01/2016
1425;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.238.008-1;300.117;ASS CRISTA BOA SEMENTE;306.840;CR.P.CONV - LYLY BYAN II;62;7;38.264,62;2.715,80;;26/03/2015;25/09/2017;Aprovado;27/09/2012;30/10/2014
1433;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.811-9;300.673;ASSOCIAÇÃO SEARA NORTE;306.333;CR.P.CONV - MARIA DA GLORIA BAUMGART;237;71;123.620,63;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1399;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.884-4;300.512;OBRA DE SAO TEODORO;306.330;CR.P.CONV - NATIVIDADE, IRMA;115;32;67.160,75;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;23/06/2015
1435;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.747-0;300.212;ASSOCIACAO SAO VICENTE DE PAULA;306.448;CR.P.CONV - NOSSA SENHORA DA SALETE;176;66;98.486,24;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1434;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.374.778-9;301.032;CRECHE PEDRO APOSTOLO;308.048;CR.P.CONV - PEDRO APOSTOLO;104;17;59.345,84;;;07/08/2016;06/02/2019;Aprovado;01/02/2014;05/08/2016
2101;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.183.673-7;301.093;ASS GENTE INOCENTE;308.364;CR.P.CONV - PINTANDO O SETE;67;31;45.582,67;5.300,00;616,6;24/07/2015;23/01/2018;Aprovado;24/07/2015;
1448;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.723-6;300.186;ASSOCIACAO DOS MORADORES DA ZONA NORTE;306.449;CR.P.CONV - RAIO DE SOL - AMELIA DINIZ ANTAS;70;;40.530,30;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1814;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.074.563-0;300.186;ASSOCIACAO DOS MORADORES DA ZONA NORTE;308.085;CR.P.CONV - RAIO DE SOL II - MESTRE PAULO FREIRE;583;169;280.671,17;37.738,62;;01/04/2015;30/09/2017;Aprovado;01/04/2015;01/02/2016
1449;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.710-4;300.354;CENTRO EDUCACIONAL INFANTIL REGIINA ANGELORUM;306.331;CR.P.CONV - REGINA ANGELORUM, LAR INF;98;27;58.864,98;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;24/06/2015
2666;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2016-0.102.459-9;800.077;INSTITUTO DE EDUCAÇÃO INTEGRAÇÃO E ASSISTÊNCIA SOCIAL;308.038;CR.P.CONV - REINO DA CAPADOCIA;231;80;123.122,69;13.735,35;1.454,91;06/05/2016;05/11/2018;Aprovado;06/05/2016;
2127;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.185.092-6;300.401;COMEB - CONSELHO DE MINISTROS EVANGELICOS DO BRASIL;308.328;CR.P.CONV - RUGRATS OS ANJINHOS V;90;32;56.490,50;6.000,00;338,78;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2159;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.105.305-5;300.339;CENTRO COMUNITARIO PAROQUIAL DO JARDIM BRASIL;306.335;CR.P.CONV - SAGRADA FAMILIA;160;45;87.798,40;;;01/07/2015;31/12/2017;Aprovado;24/06/2015;
1445;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.681-7;300.199;ASSOCIACAO SANTO AGOSTINHO;306.450;CR.P.CONV - SANTA HELENA;190;64;103.600,10;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1453;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.671-0;300.303;CENTRO DE ASS SOCIAL SANTA TEREZINHA;306.338;CR.P.CONV - SANTA TEREZINHA;80;;45.182,40;;;11/07/2015;10/01/2018;Aprovado;28/12/2012;08/07/2015
1441;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.660-4;300.293;CENTRO COMUNITARIO DO JARDIM JAPAO;306.336;CR.P.CONV - SAO FRANCISCO XAVIER;80;31;51.630,40;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;26/06/2015
1443;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.020.252-6;300.571;SAVIC - SOCIEDADE AMIGOS DE VILA CONSTANCA;307.763;CR.P.CONV - SAVIC;60;17;39.414,20;;;06/09/2014;05/03/2017;Aprovado;06/03/2012;05/09/2014
1440;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.285.640-0;300.222;ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI;306.337;CR.P.CONV - SIGNE CARLSON;140;60;83.018,60;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
2129;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.179.946-7;300.215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;308.324;CR.P.CONV - VICTOR HUGO DEPPMAN;150;64;87.800,50;11.000,00;643,7;24/07/2015;23/01/2018;Aprovado;24/07/2015;
2328;108.800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.267.767-5;300.215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;307.027;CR.P.CONV - VO XINHA;70;;40.530,30;;;06/11/2015;05/05/2018;Aprovado;06/11/2015;
2507;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.327.009-9;300.099;ASS COMUNITARIA FLORESTAN FERNANDES;400.812;CEI INDIR - ANTONIO JOAO DE MEDEIROS;218;71;116.115,82;;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
1575;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.305.357-6;300.196;ASSOCIACAO RECREATIVA CULTURAL E ASSISTENCIAL - ARCA;400.657;CEI INDIR - ARCA DO SABER;153;84;93.145,47;;;10/11/2014;09/05/2017;Aprovado;03/11/2014;21/05/2015
1483;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.892-6;300.399;FUNDACAO ESPERANCA;400.618;CEI INDIR - ARCO IRIS;161;68;92.977,39;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;22/01/2016
1576;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.229.324-7;300.565;SOCIEDADE BENEFICENTE SAO CAMILO;400.652;CEI INDIR - CAMELIAS;160;68;92.582,40;;;08/09/2014;07/03/2017;Aprovado;08/09/2014;15/01/2016
636;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.069.225-0;300.087;ASS BENEFICENTE LUZ DA SABEDORIA;307.081;CEI INDIR - CANTINHO DA TIA ISAURA;156;42;85.594,44;;;01/04/2014;30/09/2016;Aprovado;27/03/2014;27/03/2014
659;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.191.600-0;300.348;CASA DE ISABEL APOIO MULHER CRIAN ADOLES VIT DOMESTICA;400.754;CEI INDIR - CDHU ITAIM A;230;91;125.015,70;;;09/02/2015;08/08/2017;Aprovado;09/08/2012;09/08/2012
757;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.323.538-7;300.879;ASS MONTE SINAI DA UNIAO DE VILA NOVA;400.782;CEI INDIR - CDHU JACUI A;237;66;122.580,63;;;26/06/2015;25/12/2017;Aprovado;26/12/2012;15/01/2016
82;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.292.746-2;300.145;ASS BRASILEIRA DE EDUCACAO E CULTURA;400.680;CEI INDIR - CENTRO SOCIAL MARISTA IRMAO JUSTINO - CESOMAR;208;73;112.581,92;;;28/06/2015;27/12/2017;Aprovado;28/12/2012;17/12/2015
1578;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.878-0;300.145;ASS BRASILEIRA DE EDUCACAO E CULTURA;400.644;CEI INDIR - CENTRO SOCIAL MARISTA ROBRU;211;55;110.022,89;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;29/01/2016
1229;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.891-8;300.537;MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE;400.620;CEI INDIR - CLAUDIO JANUARIO;182;50;97.528,18;;;01/08/2014;31/01/2017;Aprovado;30/07/2014;15/01/2016
1837;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.263.945-3;301.024;CENTRO DE EDUC E PROM POPULAR VILA NITRO OPERARIA;400.799;CEI INDIR - CONJUNTO HABITACIONAL SAO MIGUEL;170;49;92.580,30;;;20/10/2014;19/04/2017;Aprovado;20/10/2014;04/03/2016
1227;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.872-1;300.397;FUNDACAO COMUNIDADE DA GRACA;400.647;CEI INDIR - ESPACO DA COMUNIDADE I;170;50;92.788,30;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;
1228;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.874-8;300.397;FUNDACAO COMUNIDADE DA GRACA;400.648;CEI INDIR - ESPACO DA COMUNIDADE II;165;68;94.557,35;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;15/01/2016
2679;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.141.654-1;300.601;UNIAO DOS MORADORES DOS JARDINS NELIAS I II III E ADJACENCIA;400.619;CEI INDIR - ESPACO VIDA CRIATIVA II;160;64;91.750,40;;;01/07/2015;31/12/2017;Aprovado;01/07/2015;
1577;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.877-2;300.307;CENTRO DE ORIENTACAO A FAMILIA- COR;400.612;CEI INDIR - FRANK DUFF;184;36;95.406,16;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;04/03/2016
760;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2011-0.304.114-9;300.761;ASS XV DE NOVEMBRO DO JARDIM SAO CARLOS;400.712;CEI INDIR - ITAJUIBE;160;49;88.630,40;;;25/05/2014;24/11/2016;Aprovado;25/11/2011;07/03/2016
2532;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.330.321-3;300.143;OSCIP-ORG SOCIEDADE CIVIL DE INTERESSES PUBLICO AMAR A VIDA;400.811;CEI INDIR - JACUI II;201;66;108.360,99;;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
8;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2013-0.147.680-0;300.099;ASS COMUNITARIA FLORESTAN FERNANDES;400.445;CEI INDIR - JARDIM DAS CAMELIAS;201;57;106.488,99;;;01/01/2016;01/07/2018;Aprovado;01/07/2013;01/07/2013
2131;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.187.403-5;300.765;UNIAO COMUNITARIA DE MULHERES DO JARDIM NAIR;400.768;CEI INDIR - JARDIM HELENA I;233;75;122.872,67;;;24/07/2015;23/01/2018;Aprovado;24/07/2015;15/01/2016
804;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.323.536-0;300.765;UNIAO COMUNITARIA DE MULHERES DO JARDIM NAIR;400.769;CEI INDIR - JARDIM LAPENA;197;80;109.693,03;;;27/06/2015;26/12/2017;Aprovado;26/12/2012;01/07/2015
2487;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.299.623-1;800.126;ASSOCIAÇÃO BENEFICENTE MIP SOUZA NOVO AMANHECER;400.781;CEI INDIR - JARDIM LAPENA I;475;41;211.388,25;;;16/11/2015;14/05/2018;Aprovado;18/11/2015;
628;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.068.854-6;300.572;SOCIEDADE AMIGOS DE VILA MARA JARDIM MAIA E VILAS ADJACENTES;400.533;CEI INDIR - JARDIM SAO CARLOS II;137;41;77.881,63;;;11/10/2016;10/04/2019;Aprovado;12/04/2014;11/10/2016
2503;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.325.474-3;300.982;ASS FORCA JOVEM VILA MARA;400.813;CEI INDIR - JORGE JONES;210;68;112.331,90;;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
1921;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.099.880-6;300.637;ONG DE UNIAO DE VILA SOLIDARIEDADE E JUSTICA;400.667;CEI INDIR - LIRIO DO VALE;159;45;87.403,41;;;12/05/2015;11/11/2017;Aprovado;06/05/2015;01/02/2016
2657;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.092.328-0;300.886;ASS COMUNITARIA PAULISTINHA DO JARDIM ROBRU;400.791;CEI INDIR - NOVO CRUZEIRO;195;75;107.863,05;;;01/05/2016;31/10/2018;Aprovado;29/04/2016;
1977;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.111.573-8;300.619;CENTRO EDUC COMU DA CRIAN E DO ADOL ADEMIR DE ALMEIDA LEMOS;400.446;CEI INDIR - PARQUE CRUZEIRO DO SUL;159;43;86.987,41;;;15/06/2015;14/12/2017;Aprovado;15/06/2015;01/03/2016
2465;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.275.552-8;300.160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;307.024;CEI INDIR - SER FELIZ;61;9;38.215,41;;;16/11/2015;15/05/2018;Aprovado;18/11/2015;01/02/2016
2533;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.336.696-7;301.055;ASS BENEFICENTE CAMARGO NOVO E ADJACENCIAS;400.810;CEI INDIR - TAPAJOS;210;68;112.331,90;;;21/12/2015;20/06/2018;Aprovado;21/12/2015;
2509;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.299.628-2;800.126;ASSOCIAÇÃO BENEFICENTE MIP SOUZA NOVO AMANHECER;400.474;CEI INDIR - TIA ROSINHA;66;18;42.413,46;;;18/12/2015;17/06/2018;Aprovado;18/12/2015;01/02/2016
1516;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.281.146-9;300.553;ASS BENEFICENTE ESPERA POR UMA VIDA MELHOR;400.728;CEI INDIR - UNIAO DE VILA NOVA;164;45;89.378,36;;;25/11/2014;24/05/2017;Aprovado;03/11/2014;04/02/2016
2530;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.330.353-1;300.555;SERVICO COMUNITARIO DO ITAIM PAULISTA;400.807;CEI INDIR - VENTURA BRANCO;201;66;108.360,99;;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
1975;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.147.392-8;300.116;ASS CORACAO DO AMOR;400.738;CEI INDIR - VEREDAS;163;64;92.935,37;;;01/07/2015;31/12/2017;Aprovado;25/06/2015;15/01/2016
2451;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.272.253-0;300.137;ASS DE APOIO A LIBERDADE, VIDA E ESPERANCA;400.542;CEI INDIR - VIDA E ESPERANCA;70;23;45.314,30;;;01/11/2015;30/04/2018;Aprovado;03/11/2015;
1920;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.165.880-2;300.510;INSTITUTO KWARAY;400.628;CEI INDIR - VILA JOIA;160;64;91.750,40;;;01/08/2014;31/01/2017;Aprovado;01/08/2014;
2449;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.282.517-8;300.336;CLUBE DE MAES CRIANCA ESPERANCA;400.441;CEI INDIR - VILA NOVA CURUCA;160;48;88.422,40;;;01/11/2015;30/04/2018;Aprovado;03/11/2015;
685;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.252.142-4;300.771;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO PRIMEIROS PASSOS;307.894;CR.P.CONV - ABC DA CRIANCA;204;57;107.673,96;7.104,00;;12/06/2015;11/12/2017;Aprovado;12/12/2012;01/07/2015
2635;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.054.156-5;800.099;GREMIO AMIGOS DIAS FELIZES;306.968;CR.P.CONV - ACONCHEGO DO BEBE;377;71;178.919,23;14.874,77;2.650,43;01/04/2016;30/09/2018;Aprovado;05/04/2016;
2610;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.029.304-9;301.077;CONSCIENCIA RESPONSABILIDADE EDUCACAO E RESPEITO;308.621;CR.P.CONV - ALIMENTA MEU SONHO;100;27;59.718,60;5.400,00;;10/05/2016;09/11/2018;Aprovado;10/05/2016;
1980;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.132.343-8;300.160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;308.286;CR.P.CONV - ALPS;67;18;42.878,67;3.780,00;;30/06/2015;29/12/2017;Aprovado;30/06/2015;
2595;109.300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2016-0.039.318-3;300.160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;308.606;CR.P.CONV - ALPS JARDIM ROBRU;118;45;71.145,18;6.700,00;145,09;10/03/2016;09/09/2018;Aprovado;10/03/2016;
